participant,exp,language,step_cont,response,l1,l2
5d3df88c6a5b1e0001a91d8d,stops,spanish,-15,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-25,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-30,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,20,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,15,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-20,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,50,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-35,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-10,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,25,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,5,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,10,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,45,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,40,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-5,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,35,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-25,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,15,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,30,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,5,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-20,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,35,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-15,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,10,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,25,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-30,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-5,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,40,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,20,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,50,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-35,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-10,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,45,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,20,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-5,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-10,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,25,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,15,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-35,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,5,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,35,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,10,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-25,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,40,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,50,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-30,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-15,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,30,1,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,45,0,English,Spanish
5d3df88c6a5b1e0001a91d8d,stops,spanish,-20,0,English,Spanish
5d4cc624ae079c0019f544b6,vowels,spanish,8,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,4,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,10,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,5,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,7,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,6,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,3,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,9,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,11,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,1,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,2,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,6,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,3,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,5,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,11,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,2,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,10,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,9,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,7,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,8,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,1,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,4,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,3,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,8,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,11,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,9,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,7,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,1,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,4,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,6,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,2,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,5,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,10,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,3,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,6,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,11,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,9,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,1,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,7,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,5,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,2,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,4,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,10,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,8,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,2,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,4,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,8,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,1,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,5,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,3,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,11,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,10,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,7,0,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,9,1,Spanish,English
5d4cc624ae079c0019f544b6,vowels,spanish,6,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,35,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-15,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-5,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-10,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,20,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-30,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,15,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-20,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,50,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,5,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-25,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,30,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,40,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,25,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,10,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,45,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-35,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,10,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-10,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,5,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-15,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,25,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,50,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-30,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,30,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-25,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,15,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,20,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,35,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,45,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-35,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,40,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-5,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-20,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,35,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,30,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,15,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-5,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-10,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-25,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-20,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-30,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,45,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,40,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,5,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,20,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-15,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-35,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,25,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,50,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,10,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-15,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-35,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,25,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,50,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-20,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,40,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,15,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,20,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-25,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,5,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-5,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,30,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,35,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,45,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-10,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,10,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-30,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,10,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,5,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,15,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-35,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,35,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-5,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-20,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-30,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,40,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-25,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-15,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,30,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,25,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,45,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,20,1,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,-10,0,Spanish,English
5d4cc624ae079c0019f544b6,stops,spanish,50,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,7,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,1,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,10,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,9,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,11,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,6,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,8,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,4,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,3,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,5,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,2,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,2,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,6,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,1,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,10,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,4,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,7,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,3,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,9,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,11,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,8,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,5,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,3,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,10,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,9,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,8,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,7,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,2,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,4,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,11,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,1,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,6,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,5,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,9,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,7,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,6,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,11,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,4,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,3,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,5,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,8,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,10,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,2,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,1,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,2,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,8,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,4,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,11,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,9,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,1,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,7,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,5,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,6,1,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,3,0,Spanish,English
5d5c7b0c98683400182d00cb,vowels,spanish,10,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,30,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,15,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-35,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,35,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,25,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-25,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-5,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,40,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,5,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,20,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-10,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,10,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,45,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-15,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-20,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-30,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,50,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,50,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,5,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,40,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-5,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,45,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-20,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,10,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,30,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-30,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-15,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-35,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-10,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,25,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-25,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,20,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,35,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,15,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-20,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-30,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-15,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,40,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-25,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,50,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,10,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,15,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-5,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,45,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-35,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,25,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,20,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,35,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-10,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,30,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,5,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,35,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-30,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,50,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,10,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-35,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-5,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-25,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,15,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,25,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,30,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-15,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-20,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,20,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-10,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,45,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,40,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,5,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,50,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-5,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,10,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-25,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,40,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-20,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-35,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-10,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,30,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,45,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,5,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,15,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-15,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,-30,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,20,1,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,35,0,Spanish,English
5d5c7b0c98683400182d00cb,stops,spanish,25,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,4,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,7,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,10,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,8,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,3,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,11,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,1,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,9,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,2,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,6,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,5,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,3,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,5,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,11,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,1,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,6,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,2,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,8,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,7,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,10,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,4,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,9,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,11,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,5,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,4,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,2,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,10,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,3,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,8,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,9,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,6,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,1,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,7,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,1,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,11,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,5,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,6,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,7,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,10,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,8,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,9,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,2,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,3,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,4,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,1,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,4,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,11,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,5,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,7,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,3,0,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,9,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,8,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,10,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,6,1,Spanish,English
5d7c7425c0d7db00187b1199,vowels,spanish,2,0,Spanish,English
5d7c7425c0d7db00187b1199,stops,spanish,-20,1,Spanish,English
5d7c7425c0d7db00187b1199,stops,spanish,-10,0,Spanish,English
