"","participant","exp","language","step_cont","response","l1","l2","step_std"
"1","563bb259be9cac0005aab7ab","vowels","english",1,0,"Spanish","English",-0.296326737629746
"2","563bb259be9cac0005aab7ab","vowels","english",4,0,"Spanish","English",-0.152384339888053
"3","563bb259be9cac0005aab7ab","vowels","english",8,1,"Spanish","English",0.0395388571008718
"4","563bb259be9cac0005aab7ab","vowels","english",7,1,"Spanish","English",-0.0084419421463593
"5","563bb259be9cac0005aab7ab","vowels","english",2,0,"Spanish","English",-0.248345938382515
"6","563bb259be9cac0005aab7ab","vowels","english",6,1,"Spanish","English",-0.0564227413935904
"7","563bb259be9cac0005aab7ab","vowels","english",9,1,"Spanish","English",0.087519656348103
"8","563bb259be9cac0005aab7ab","vowels","english",10,1,"Spanish","English",0.135500455595334
"9","563bb259be9cac0005aab7ab","vowels","english",3,0,"Spanish","English",-0.200365139135284
"10","563bb259be9cac0005aab7ab","vowels","english",11,1,"Spanish","English",0.183481254842565
"11","563bb259be9cac0005aab7ab","vowels","english",5,0,"Spanish","English",-0.104403540640822
"12","563bb259be9cac0005aab7ab","vowels","english",8,1,"Spanish","English",0.0395388571008718
"13","563bb259be9cac0005aab7ab","vowels","english",7,1,"Spanish","English",-0.0084419421463593
"14","563bb259be9cac0005aab7ab","vowels","english",2,0,"Spanish","English",-0.248345938382515
"15","563bb259be9cac0005aab7ab","vowels","english",5,0,"Spanish","English",-0.104403540640822
"16","563bb259be9cac0005aab7ab","vowels","english",11,1,"Spanish","English",0.183481254842565
"17","563bb259be9cac0005aab7ab","vowels","english",3,0,"Spanish","English",-0.200365139135284
"18","563bb259be9cac0005aab7ab","vowels","english",10,1,"Spanish","English",0.135500455595334
"19","563bb259be9cac0005aab7ab","vowels","english",4,0,"Spanish","English",-0.152384339888053
"20","563bb259be9cac0005aab7ab","vowels","english",1,0,"Spanish","English",-0.296326737629746
"21","563bb259be9cac0005aab7ab","vowels","english",6,1,"Spanish","English",-0.0564227413935904
"22","563bb259be9cac0005aab7ab","vowels","english",9,1,"Spanish","English",0.087519656348103
"23","563bb259be9cac0005aab7ab","vowels","english",3,0,"Spanish","English",-0.200365139135284
"24","563bb259be9cac0005aab7ab","vowels","english",11,1,"Spanish","English",0.183481254842565
"25","563bb259be9cac0005aab7ab","vowels","english",1,0,"Spanish","English",-0.296326737629746
"26","563bb259be9cac0005aab7ab","vowels","english",10,1,"Spanish","English",0.135500455595334
"27","563bb259be9cac0005aab7ab","vowels","english",6,1,"Spanish","English",-0.0564227413935904
"28","563bb259be9cac0005aab7ab","vowels","english",5,0,"Spanish","English",-0.104403540640822
"29","563bb259be9cac0005aab7ab","vowels","english",7,1,"Spanish","English",-0.0084419421463593
"30","563bb259be9cac0005aab7ab","vowels","english",4,0,"Spanish","English",-0.152384339888053
"31","563bb259be9cac0005aab7ab","vowels","english",8,1,"Spanish","English",0.0395388571008718
"32","563bb259be9cac0005aab7ab","vowels","english",9,1,"Spanish","English",0.087519656348103
"33","563bb259be9cac0005aab7ab","vowels","english",2,0,"Spanish","English",-0.248345938382515
"34","563bb259be9cac0005aab7ab","vowels","english",3,0,"Spanish","English",-0.200365139135284
"35","563bb259be9cac0005aab7ab","vowels","english",9,1,"Spanish","English",0.087519656348103
"36","563bb259be9cac0005aab7ab","vowels","english",6,0,"Spanish","English",-0.0564227413935904
"37","563bb259be9cac0005aab7ab","vowels","english",2,0,"Spanish","English",-0.248345938382515
"38","563bb259be9cac0005aab7ab","vowels","english",11,1,"Spanish","English",0.183481254842565
"39","563bb259be9cac0005aab7ab","vowels","english",8,1,"Spanish","English",0.0395388571008718
"40","563bb259be9cac0005aab7ab","vowels","english",5,0,"Spanish","English",-0.104403540640822
"41","563bb259be9cac0005aab7ab","vowels","english",4,0,"Spanish","English",-0.152384339888053
"42","563bb259be9cac0005aab7ab","vowels","english",1,0,"Spanish","English",-0.296326737629746
"43","563bb259be9cac0005aab7ab","vowels","english",7,1,"Spanish","English",-0.0084419421463593
"44","563bb259be9cac0005aab7ab","vowels","english",10,1,"Spanish","English",0.135500455595334
"45","563bb259be9cac0005aab7ab","vowels","english",5,0,"Spanish","English",-0.104403540640822
"46","563bb259be9cac0005aab7ab","vowels","english",9,1,"Spanish","English",0.087519656348103
"47","563bb259be9cac0005aab7ab","vowels","english",10,1,"Spanish","English",0.135500455595334
"48","563bb259be9cac0005aab7ab","vowels","english",6,0,"Spanish","English",-0.0564227413935904
"49","563bb259be9cac0005aab7ab","vowels","english",3,0,"Spanish","English",-0.200365139135284
"50","563bb259be9cac0005aab7ab","vowels","english",8,1,"Spanish","English",0.0395388571008718
"51","563bb259be9cac0005aab7ab","vowels","english",7,1,"Spanish","English",-0.0084419421463593
"52","563bb259be9cac0005aab7ab","vowels","english",1,0,"Spanish","English",-0.296326737629746
"53","563bb259be9cac0005aab7ab","vowels","english",4,0,"Spanish","English",-0.152384339888053
"54","563bb259be9cac0005aab7ab","vowels","english",11,1,"Spanish","English",0.183481254842565
"55","563bb259be9cac0005aab7ab","vowels","english",2,0,"Spanish","English",-0.248345938382515
"56","563bb259be9cac0005aab7ab","stops","english",20,1,"Spanish","English",0.615308448067646
"57","563bb259be9cac0005aab7ab","stops","english",-35,0,"Spanish","English",-2.02363551053007
"58","563bb259be9cac0005aab7ab","stops","english",-10,0,"Spanish","English",-0.824115529349289
"59","563bb259be9cac0005aab7ab","stops","english",15,0,"Spanish","English",0.37540445183149
"60","563bb259be9cac0005aab7ab","stops","english",25,1,"Spanish","English",0.855212444303801
"61","563bb259be9cac0005aab7ab","stops","english",30,1,"Spanish","English",1.09511644053996
"62","563bb259be9cac0005aab7ab","stops","english",-20,0,"Spanish","English",-1.3039235218216
"63","563bb259be9cac0005aab7ab","stops","english",-30,0,"Spanish","English",-1.78373151429391
"64","563bb259be9cac0005aab7ab","stops","english",35,1,"Spanish","English",1.33502043677611
"65","563bb259be9cac0005aab7ab","stops","english",-5,0,"Spanish","English",-0.584211533113133
"66","563bb259be9cac0005aab7ab","stops","english",-15,0,"Spanish","English",-1.06401952558544
"67","563bb259be9cac0005aab7ab","stops","english",5,0,"Spanish","English",-0.104403540640822
"68","563bb259be9cac0005aab7ab","stops","english",45,0,"Spanish","English",1.81482842924842
"69","563bb259be9cac0005aab7ab","stops","english",50,0,"Spanish","English",2.05473242548458
"70","563bb259be9cac0005aab7ab","stops","english",40,0,"Spanish","English",1.57492443301227
"71","563bb259be9cac0005aab7ab","stops","english",-25,0,"Spanish","English",-1.54382751805776
"72","563bb259be9cac0005aab7ab","stops","english",10,1,"Spanish","English",0.135500455595334
"73","563bb259be9cac0005aab7ab","stops","english",25,1,"Spanish","English",0.855212444303801
"74","563bb259be9cac0005aab7ab","stops","english",35,1,"Spanish","English",1.33502043677611
"75","563bb259be9cac0005aab7ab","stops","english",20,1,"Spanish","English",0.615308448067646
"76","563bb259be9cac0005aab7ab","stops","english",-5,1,"Spanish","English",-0.584211533113133
"77","563bb259be9cac0005aab7ab","stops","english",50,1,"Spanish","English",2.05473242548458
"78","563bb259be9cac0005aab7ab","stops","english",-15,0,"Spanish","English",-1.06401952558544
"79","563bb259be9cac0005aab7ab","stops","english",-30,0,"Spanish","English",-1.78373151429391
"80","563bb259be9cac0005aab7ab","stops","english",-20,0,"Spanish","English",-1.3039235218216
"81","563bb259be9cac0005aab7ab","stops","english",40,1,"Spanish","English",1.57492443301227
"82","563bb259be9cac0005aab7ab","stops","english",45,1,"Spanish","English",1.81482842924842
"83","563bb259be9cac0005aab7ab","stops","english",-25,0,"Spanish","English",-1.54382751805776
"84","563bb259be9cac0005aab7ab","stops","english",-10,0,"Spanish","English",-0.824115529349289
"85","563bb259be9cac0005aab7ab","stops","english",10,1,"Spanish","English",0.135500455595334
"86","563bb259be9cac0005aab7ab","stops","english",-35,0,"Spanish","English",-2.02363551053007
"87","563bb259be9cac0005aab7ab","stops","english",5,1,"Spanish","English",-0.104403540640822
"88","563bb259be9cac0005aab7ab","stops","english",15,1,"Spanish","English",0.37540445183149
"89","563bb259be9cac0005aab7ab","stops","english",30,1,"Spanish","English",1.09511644053996
"90","563bb259be9cac0005aab7ab","stops","english",-30,0,"Spanish","English",-1.78373151429391
"91","563bb259be9cac0005aab7ab","stops","english",-5,0,"Spanish","English",-0.584211533113133
"92","563bb259be9cac0005aab7ab","stops","english",-20,0,"Spanish","English",-1.3039235218216
"93","563bb259be9cac0005aab7ab","stops","english",-15,0,"Spanish","English",-1.06401952558544
"94","563bb259be9cac0005aab7ab","stops","english",20,1,"Spanish","English",0.615308448067646
"95","563bb259be9cac0005aab7ab","stops","english",50,1,"Spanish","English",2.05473242548458
"96","563bb259be9cac0005aab7ab","stops","english",10,1,"Spanish","English",0.135500455595334
"97","563bb259be9cac0005aab7ab","stops","english",-35,0,"Spanish","English",-2.02363551053007
"98","563bb259be9cac0005aab7ab","stops","english",-10,0,"Spanish","English",-0.824115529349289
"99","563bb259be9cac0005aab7ab","stops","english",35,1,"Spanish","English",1.33502043677611
"100","563bb259be9cac0005aab7ab","stops","english",5,1,"Spanish","English",-0.104403540640822
"101","563bb259be9cac0005aab7ab","stops","english",40,1,"Spanish","English",1.57492443301227
"102","563bb259be9cac0005aab7ab","stops","english",45,1,"Spanish","English",1.81482842924842
"103","563bb259be9cac0005aab7ab","stops","english",15,1,"Spanish","English",0.37540445183149
"104","563bb259be9cac0005aab7ab","stops","english",30,1,"Spanish","English",1.09511644053996
"105","563bb259be9cac0005aab7ab","stops","english",-25,0,"Spanish","English",-1.54382751805776
"106","563bb259be9cac0005aab7ab","stops","english",25,1,"Spanish","English",0.855212444303801
"107","563bb259be9cac0005aab7ab","stops","english",10,1,"Spanish","English",0.135500455595334
"108","563bb259be9cac0005aab7ab","stops","english",-30,0,"Spanish","English",-1.78373151429391
"109","563bb259be9cac0005aab7ab","stops","english",50,0,"Spanish","English",2.05473242548458
"110","563bb259be9cac0005aab7ab","stops","english",25,1,"Spanish","English",0.855212444303801
"111","563bb259be9cac0005aab7ab","stops","english",-25,0,"Spanish","English",-1.54382751805776
"112","563bb259be9cac0005aab7ab","stops","english",5,0,"Spanish","English",-0.104403540640822
"113","563bb259be9cac0005aab7ab","stops","english",35,1,"Spanish","English",1.33502043677611
"114","563bb259be9cac0005aab7ab","stops","english",-35,0,"Spanish","English",-2.02363551053007
"115","563bb259be9cac0005aab7ab","stops","english",-10,0,"Spanish","English",-0.824115529349289
"116","563bb259be9cac0005aab7ab","stops","english",-20,0,"Spanish","English",-1.3039235218216
"117","563bb259be9cac0005aab7ab","stops","english",40,1,"Spanish","English",1.57492443301227
"118","563bb259be9cac0005aab7ab","stops","english",30,1,"Spanish","English",1.09511644053996
"119","563bb259be9cac0005aab7ab","stops","english",-15,0,"Spanish","English",-1.06401952558544
"120","563bb259be9cac0005aab7ab","stops","english",15,1,"Spanish","English",0.37540445183149
"121","563bb259be9cac0005aab7ab","stops","english",-5,0,"Spanish","English",-0.584211533113133
"122","563bb259be9cac0005aab7ab","stops","english",20,1,"Spanish","English",0.615308448067646
"123","563bb259be9cac0005aab7ab","stops","english",45,1,"Spanish","English",1.81482842924842
"124","563bb259be9cac0005aab7ab","stops","english",-15,0,"Spanish","English",-1.06401952558544
"125","563bb259be9cac0005aab7ab","stops","english",30,1,"Spanish","English",1.09511644053996
"126","563bb259be9cac0005aab7ab","stops","english",35,1,"Spanish","English",1.33502043677611
"127","563bb259be9cac0005aab7ab","stops","english",5,1,"Spanish","English",-0.104403540640822
"128","563bb259be9cac0005aab7ab","stops","english",15,1,"Spanish","English",0.37540445183149
"129","563bb259be9cac0005aab7ab","stops","english",40,1,"Spanish","English",1.57492443301227
"130","563bb259be9cac0005aab7ab","stops","english",-10,0,"Spanish","English",-0.824115529349289
"131","563bb259be9cac0005aab7ab","stops","english",25,1,"Spanish","English",0.855212444303801
"132","563bb259be9cac0005aab7ab","stops","english",20,1,"Spanish","English",0.615308448067646
"133","563bb259be9cac0005aab7ab","stops","english",50,1,"Spanish","English",2.05473242548458
"134","563bb259be9cac0005aab7ab","stops","english",45,1,"Spanish","English",1.81482842924842
"135","563bb259be9cac0005aab7ab","stops","english",-30,0,"Spanish","English",-1.78373151429391
"136","563bb259be9cac0005aab7ab","stops","english",-5,0,"Spanish","English",-0.584211533113133
"137","563bb259be9cac0005aab7ab","stops","english",-35,0,"Spanish","English",-2.02363551053007
"138","563bb259be9cac0005aab7ab","stops","english",-25,0,"Spanish","English",-1.54382751805776
"139","563bb259be9cac0005aab7ab","stops","english",-20,0,"Spanish","English",-1.3039235218216
"140","563bb259be9cac0005aab7ab","stops","english",10,1,"Spanish","English",0.135500455595334
"141","5a08c9a7f2e3460001edb063","vowels","english",11,1,"English","Spanish",0.183481254842565
"142","5a08c9a7f2e3460001edb063","vowels","english",8,1,"English","Spanish",0.0395388571008718
"143","5a08c9a7f2e3460001edb063","vowels","english",3,0,"English","Spanish",-0.200365139135284
"144","5a08c9a7f2e3460001edb063","vowels","english",1,0,"English","Spanish",-0.296326737629746
"145","5a08c9a7f2e3460001edb063","vowels","english",6,1,"English","Spanish",-0.0564227413935904
"146","5a08c9a7f2e3460001edb063","vowels","english",7,1,"English","Spanish",-0.0084419421463593
"147","5a08c9a7f2e3460001edb063","vowels","english",2,0,"English","Spanish",-0.248345938382515
"148","5a08c9a7f2e3460001edb063","vowels","english",9,1,"English","Spanish",0.087519656348103
"149","5a08c9a7f2e3460001edb063","vowels","english",5,1,"English","Spanish",-0.104403540640822
"150","5a08c9a7f2e3460001edb063","vowels","english",10,1,"English","Spanish",0.135500455595334
"151","5a08c9a7f2e3460001edb063","vowels","english",4,0,"English","Spanish",-0.152384339888053
"152","5a08c9a7f2e3460001edb063","vowels","english",2,0,"English","Spanish",-0.248345938382515
"153","5a08c9a7f2e3460001edb063","vowels","english",9,1,"English","Spanish",0.087519656348103
"154","5a08c9a7f2e3460001edb063","vowels","english",3,0,"English","Spanish",-0.200365139135284
"155","5a08c9a7f2e3460001edb063","vowels","english",4,0,"English","Spanish",-0.152384339888053
"156","5a08c9a7f2e3460001edb063","vowels","english",11,1,"English","Spanish",0.183481254842565
"157","5a08c9a7f2e3460001edb063","vowels","english",6,1,"English","Spanish",-0.0564227413935904
"158","5a08c9a7f2e3460001edb063","vowels","english",7,1,"English","Spanish",-0.0084419421463593
"159","5a08c9a7f2e3460001edb063","vowels","english",8,1,"English","Spanish",0.0395388571008718
"160","5a08c9a7f2e3460001edb063","vowels","english",10,1,"English","Spanish",0.135500455595334
"161","5a08c9a7f2e3460001edb063","vowels","english",1,0,"English","Spanish",-0.296326737629746
"162","5a08c9a7f2e3460001edb063","vowels","english",5,0,"English","Spanish",-0.104403540640822
"163","5a08c9a7f2e3460001edb063","vowels","english",8,1,"English","Spanish",0.0395388571008718
"164","5a08c9a7f2e3460001edb063","vowels","english",5,1,"English","Spanish",-0.104403540640822
"165","5a08c9a7f2e3460001edb063","vowels","english",3,0,"English","Spanish",-0.200365139135284
"166","5a08c9a7f2e3460001edb063","vowels","english",10,1,"English","Spanish",0.135500455595334
"167","5a08c9a7f2e3460001edb063","vowels","english",1,0,"English","Spanish",-0.296326737629746
"168","5a08c9a7f2e3460001edb063","vowels","english",7,1,"English","Spanish",-0.0084419421463593
"169","5a08c9a7f2e3460001edb063","vowels","english",11,1,"English","Spanish",0.183481254842565
"170","5a08c9a7f2e3460001edb063","vowels","english",6,1,"English","Spanish",-0.0564227413935904
"171","5a08c9a7f2e3460001edb063","vowels","english",9,1,"English","Spanish",0.087519656348103
"172","5a08c9a7f2e3460001edb063","vowels","english",4,1,"English","Spanish",-0.152384339888053
"173","5a08c9a7f2e3460001edb063","vowels","english",2,0,"English","Spanish",-0.248345938382515
"174","5a08c9a7f2e3460001edb063","vowels","english",8,1,"English","Spanish",0.0395388571008718
"175","5a08c9a7f2e3460001edb063","vowels","english",2,0,"English","Spanish",-0.248345938382515
"176","5a08c9a7f2e3460001edb063","vowels","english",3,0,"English","Spanish",-0.200365139135284
"177","5a08c9a7f2e3460001edb063","vowels","english",5,1,"English","Spanish",-0.104403540640822
"178","5a08c9a7f2e3460001edb063","vowels","english",10,1,"English","Spanish",0.135500455595334
"179","5a08c9a7f2e3460001edb063","vowels","english",11,1,"English","Spanish",0.183481254842565
"180","5a08c9a7f2e3460001edb063","vowels","english",4,0,"English","Spanish",-0.152384339888053
"181","5a08c9a7f2e3460001edb063","vowels","english",7,1,"English","Spanish",-0.0084419421463593
"182","5a08c9a7f2e3460001edb063","vowels","english",9,1,"English","Spanish",0.087519656348103
"183","5a08c9a7f2e3460001edb063","vowels","english",1,0,"English","Spanish",-0.296326737629746
"184","5a08c9a7f2e3460001edb063","vowels","english",6,1,"English","Spanish",-0.0564227413935904
"185","5a08c9a7f2e3460001edb063","vowels","english",3,0,"English","Spanish",-0.200365139135284
"186","5a08c9a7f2e3460001edb063","vowels","english",10,1,"English","Spanish",0.135500455595334
"187","5a08c9a7f2e3460001edb063","vowels","english",1,0,"English","Spanish",-0.296326737629746
"188","5a08c9a7f2e3460001edb063","vowels","english",7,1,"English","Spanish",-0.0084419421463593
"189","5a08c9a7f2e3460001edb063","vowels","english",4,1,"English","Spanish",-0.152384339888053
"190","5a08c9a7f2e3460001edb063","vowels","english",8,1,"English","Spanish",0.0395388571008718
"191","5a08c9a7f2e3460001edb063","vowels","english",11,1,"English","Spanish",0.183481254842565
"192","5a08c9a7f2e3460001edb063","vowels","english",5,1,"English","Spanish",-0.104403540640822
"193","5a08c9a7f2e3460001edb063","vowels","english",2,0,"English","Spanish",-0.248345938382515
"194","5a08c9a7f2e3460001edb063","vowels","english",6,1,"English","Spanish",-0.0564227413935904
"195","5a08c9a7f2e3460001edb063","vowels","english",9,1,"English","Spanish",0.087519656348103
"196","5a08c9a7f2e3460001edb063","stops","english",-30,0,"English","Spanish",-1.78373151429391
"197","5a08c9a7f2e3460001edb063","stops","english",15,1,"English","Spanish",0.37540445183149
"198","5a08c9a7f2e3460001edb063","stops","english",-20,0,"English","Spanish",-1.3039235218216
"199","5a08c9a7f2e3460001edb063","stops","english",25,1,"English","Spanish",0.855212444303801
"200","5a08c9a7f2e3460001edb063","stops","english",5,0,"English","Spanish",-0.104403540640822
"201","5a08c9a7f2e3460001edb063","stops","english",20,1,"English","Spanish",0.615308448067646
"202","5a08c9a7f2e3460001edb063","stops","english",-5,0,"English","Spanish",-0.584211533113133
"203","5a08c9a7f2e3460001edb063","stops","english",10,1,"English","Spanish",0.135500455595334
"204","5a08c9a7f2e3460001edb063","stops","english",40,0,"English","Spanish",1.57492443301227
"205","5a08c9a7f2e3460001edb063","stops","english",50,1,"English","Spanish",2.05473242548458
"206","5a08c9a7f2e3460001edb063","stops","english",30,0,"English","Spanish",1.09511644053996
"207","5a08c9a7f2e3460001edb063","stops","english",45,1,"English","Spanish",1.81482842924842
"208","5a08c9a7f2e3460001edb063","stops","english",35,0,"English","Spanish",1.33502043677611
"209","5a08c9a7f2e3460001edb063","stops","english",-10,0,"English","Spanish",-0.824115529349289
"210","5a08c9a7f2e3460001edb063","stops","english",-15,0,"English","Spanish",-1.06401952558544
"211","5a08c9a7f2e3460001edb063","stops","english",-35,0,"English","Spanish",-2.02363551053007
"212","5a08c9a7f2e3460001edb063","stops","english",-25,0,"English","Spanish",-1.54382751805776
"213","5a08c9a7f2e3460001edb063","stops","english",25,1,"English","Spanish",0.855212444303801
"214","5a08c9a7f2e3460001edb063","stops","english",5,0,"English","Spanish",-0.104403540640822
"215","5a08c9a7f2e3460001edb063","stops","english",15,1,"English","Spanish",0.37540445183149
"216","5a08c9a7f2e3460001edb063","stops","english",35,0,"English","Spanish",1.33502043677611
"217","5a08c9a7f2e3460001edb063","stops","english",-20,0,"English","Spanish",-1.3039235218216
"218","5a08c9a7f2e3460001edb063","stops","english",30,1,"English","Spanish",1.09511644053996
"219","5a08c9a7f2e3460001edb063","stops","english",-15,0,"English","Spanish",-1.06401952558544
"220","5a08c9a7f2e3460001edb063","stops","english",-25,0,"English","Spanish",-1.54382751805776
"221","5a08c9a7f2e3460001edb063","stops","english",-30,0,"English","Spanish",-1.78373151429391
"222","5a08c9a7f2e3460001edb063","stops","english",45,1,"English","Spanish",1.81482842924842
"223","5a08c9a7f2e3460001edb063","stops","english",10,1,"English","Spanish",0.135500455595334
"224","5a08c9a7f2e3460001edb063","stops","english",-10,1,"English","Spanish",-0.824115529349289
"225","5a08c9a7f2e3460001edb063","stops","english",40,1,"English","Spanish",1.57492443301227
"226","5a08c9a7f2e3460001edb063","stops","english",20,1,"English","Spanish",0.615308448067646
"227","5a08c9a7f2e3460001edb063","stops","english",-35,1,"English","Spanish",-2.02363551053007
"228","5a08c9a7f2e3460001edb063","stops","english",-5,0,"English","Spanish",-0.584211533113133
"229","5a08c9a7f2e3460001edb063","stops","english",50,0,"English","Spanish",2.05473242548458
"230","5a08c9a7f2e3460001edb063","stops","english",5,0,"English","Spanish",-0.104403540640822
"231","5a08c9a7f2e3460001edb063","stops","english",30,0,"English","Spanish",1.09511644053996
"232","5a08c9a7f2e3460001edb063","stops","english",-15,0,"English","Spanish",-1.06401952558544
"233","5a08c9a7f2e3460001edb063","stops","english",10,0,"English","Spanish",0.135500455595334
"234","5a08c9a7f2e3460001edb063","stops","english",40,0,"English","Spanish",1.57492443301227
"235","5a08c9a7f2e3460001edb063","stops","english",20,1,"English","Spanish",0.615308448067646
"236","5a08c9a7f2e3460001edb063","stops","english",45,0,"English","Spanish",1.81482842924842
"237","5a08c9a7f2e3460001edb063","stops","english",15,1,"English","Spanish",0.37540445183149
"238","5a08c9a7f2e3460001edb063","stops","english",-35,0,"English","Spanish",-2.02363551053007
"239","5a08c9a7f2e3460001edb063","stops","english",-30,1,"English","Spanish",-1.78373151429391
"240","5a08c9a7f2e3460001edb063","stops","english",-25,0,"English","Spanish",-1.54382751805776
"241","5a08c9a7f2e3460001edb063","stops","english",25,1,"English","Spanish",0.855212444303801
"242","5a08c9a7f2e3460001edb063","stops","english",-10,0,"English","Spanish",-0.824115529349289
"243","5a08c9a7f2e3460001edb063","stops","english",-20,1,"English","Spanish",-1.3039235218216
"244","5a08c9a7f2e3460001edb063","stops","english",35,1,"English","Spanish",1.33502043677611
"245","5a08c9a7f2e3460001edb063","stops","english",50,1,"English","Spanish",2.05473242548458
"246","5a08c9a7f2e3460001edb063","stops","english",-5,0,"English","Spanish",-0.584211533113133
"247","5a08c9a7f2e3460001edb063","stops","english",50,0,"English","Spanish",2.05473242548458
"248","5a08c9a7f2e3460001edb063","stops","english",25,1,"English","Spanish",0.855212444303801
"249","5a08c9a7f2e3460001edb063","stops","english",-20,0,"English","Spanish",-1.3039235218216
"250","5a08c9a7f2e3460001edb063","stops","english",-35,0,"English","Spanish",-2.02363551053007
"251","5a08c9a7f2e3460001edb063","stops","english",45,1,"English","Spanish",1.81482842924842
"252","5a08c9a7f2e3460001edb063","stops","english",20,0,"English","Spanish",0.615308448067646
"253","5a08c9a7f2e3460001edb063","stops","english",-30,0,"English","Spanish",-1.78373151429391
"254","5a08c9a7f2e3460001edb063","stops","english",-5,1,"English","Spanish",-0.584211533113133
"255","5a08c9a7f2e3460001edb063","stops","english",-25,0,"English","Spanish",-1.54382751805776
"256","5a08c9a7f2e3460001edb063","stops","english",40,1,"English","Spanish",1.57492443301227
"257","5a08c9a7f2e3460001edb063","stops","english",10,0,"English","Spanish",0.135500455595334
"258","5a08c9a7f2e3460001edb063","stops","english",-10,0,"English","Spanish",-0.824115529349289
"259","5a08c9a7f2e3460001edb063","stops","english",5,1,"English","Spanish",-0.104403540640822
"260","5a08c9a7f2e3460001edb063","stops","english",35,0,"English","Spanish",1.33502043677611
"261","5a08c9a7f2e3460001edb063","stops","english",-15,0,"English","Spanish",-1.06401952558544
"262","5a08c9a7f2e3460001edb063","stops","english",30,1,"English","Spanish",1.09511644053996
"263","5a08c9a7f2e3460001edb063","stops","english",15,1,"English","Spanish",0.37540445183149
"264","5a08c9a7f2e3460001edb063","stops","english",20,0,"English","Spanish",0.615308448067646
"265","5a08c9a7f2e3460001edb063","stops","english",-30,0,"English","Spanish",-1.78373151429391
"266","5a08c9a7f2e3460001edb063","stops","english",10,1,"English","Spanish",0.135500455595334
"267","5a08c9a7f2e3460001edb063","stops","english",35,0,"English","Spanish",1.33502043677611
"268","5a08c9a7f2e3460001edb063","stops","english",-25,0,"English","Spanish",-1.54382751805776
"269","5a08c9a7f2e3460001edb063","stops","english",25,1,"English","Spanish",0.855212444303801
"270","5a08c9a7f2e3460001edb063","stops","english",15,0,"English","Spanish",0.37540445183149
"271","5a08c9a7f2e3460001edb063","stops","english",-15,0,"English","Spanish",-1.06401952558544
"272","5a08c9a7f2e3460001edb063","stops","english",40,1,"English","Spanish",1.57492443301227
"273","5a08c9a7f2e3460001edb063","stops","english",30,0,"English","Spanish",1.09511644053996
"274","5a08c9a7f2e3460001edb063","stops","english",-10,0,"English","Spanish",-0.824115529349289
"275","5a08c9a7f2e3460001edb063","stops","english",5,1,"English","Spanish",-0.104403540640822
"276","5a08c9a7f2e3460001edb063","stops","english",45,0,"English","Spanish",1.81482842924842
"277","5a08c9a7f2e3460001edb063","stops","english",-20,0,"English","Spanish",-1.3039235218216
"278","5a08c9a7f2e3460001edb063","stops","english",-5,1,"English","Spanish",-0.584211533113133
"279","5a08c9a7f2e3460001edb063","stops","english",50,1,"English","Spanish",2.05473242548458
"280","5a08c9a7f2e3460001edb063","stops","english",-35,0,"English","Spanish",-2.02363551053007
"281","5a56481276d1c60001aaeb61","vowels","english",9,1,"Spanish","English",0.087519656348103
"282","5a56481276d1c60001aaeb61","vowels","english",7,1,"Spanish","English",-0.0084419421463593
"283","5a56481276d1c60001aaeb61","vowels","english",8,1,"Spanish","English",0.0395388571008718
"284","5a56481276d1c60001aaeb61","vowels","english",5,1,"Spanish","English",-0.104403540640822
"285","5a56481276d1c60001aaeb61","vowels","english",11,1,"Spanish","English",0.183481254842565
"286","5a56481276d1c60001aaeb61","vowels","english",10,1,"Spanish","English",0.135500455595334
"287","5a56481276d1c60001aaeb61","vowels","english",1,0,"Spanish","English",-0.296326737629746
"288","5a56481276d1c60001aaeb61","vowels","english",3,0,"Spanish","English",-0.200365139135284
"289","5a56481276d1c60001aaeb61","vowels","english",2,0,"Spanish","English",-0.248345938382515
"290","5a56481276d1c60001aaeb61","vowels","english",4,0,"Spanish","English",-0.152384339888053
"291","5a56481276d1c60001aaeb61","vowels","english",6,1,"Spanish","English",-0.0564227413935904
"292","5a56481276d1c60001aaeb61","vowels","english",2,0,"Spanish","English",-0.248345938382515
"293","5a56481276d1c60001aaeb61","vowels","english",6,1,"Spanish","English",-0.0564227413935904
"294","5a56481276d1c60001aaeb61","vowels","english",4,1,"Spanish","English",-0.152384339888053
"295","5a56481276d1c60001aaeb61","vowels","english",10,1,"Spanish","English",0.135500455595334
"296","5a56481276d1c60001aaeb61","vowels","english",3,0,"Spanish","English",-0.200365139135284
"297","5a56481276d1c60001aaeb61","vowels","english",1,0,"Spanish","English",-0.296326737629746
"298","5a56481276d1c60001aaeb61","vowels","english",9,1,"Spanish","English",0.087519656348103
"299","5a56481276d1c60001aaeb61","vowels","english",8,1,"Spanish","English",0.0395388571008718
"300","5a56481276d1c60001aaeb61","vowels","english",11,1,"Spanish","English",0.183481254842565
"301","5a56481276d1c60001aaeb61","vowels","english",5,1,"Spanish","English",-0.104403540640822
"302","5a56481276d1c60001aaeb61","vowels","english",7,1,"Spanish","English",-0.0084419421463593
"303","5a56481276d1c60001aaeb61","vowels","english",7,1,"Spanish","English",-0.0084419421463593
"304","5a56481276d1c60001aaeb61","vowels","english",11,1,"Spanish","English",0.183481254842565
"305","5a56481276d1c60001aaeb61","vowels","english",10,1,"Spanish","English",0.135500455595334
