participant,exp,language,intercept,slope,co,l1,score
563bb259be9cac0005aab7ab,stops,english,0.044010780022551925,1.7960349226269292,-0.02450441217377921,Spanish,90
563bb259be9cac0005aab7ab,stops,hungarian,0.45104203892109884,2.553144223525242,-0.1766614023466033,Spanish,90
563bb259be9cac0005aab7ab,stops,spanish,0.04722206462574661,1.6090441575122845,-0.029347898505629473,Spanish,90
563bb259be9cac0005aab7ab,vowels,english,28.500993960829433,497.94689443984794,-0.05723701518992475,Spanish,90
563bb259be9cac0005aab7ab,vowels,hungarian,5.546741422444063,50.81388173642488,-0.10915799448692769,Spanish,90
563bb259be9cac0005aab7ab,vowels,spanish,52.149947885543526,495.6199996650583,-0.10522163738506646,Spanish,90
5a08c9a7f2e3460001edb063,stops,english,-0.43698312497716646,0.6278957755411477,0.6959485029192234,English,65
5a08c9a7f2e3460001edb063,stops,hungarian,-0.8046823786682702,0.8466578229921088,0.9504221857001257,English,65
5a08c9a7f2e3460001edb063,stops,spanish,-0.3172131280253531,0.8960693371111275,0.35400511421139436,English,65
5a08c9a7f2e3460001edb063,vowels,english,7.546601339562592,54.642426207505366,-0.1381088261144238,English,65
5a08c9a7f2e3460001edb063,vowels,hungarian,7.499370797142044,50.79755590677866,-0.1476325122985158,English,65
5a08c9a7f2e3460001edb063,vowels,spanish,77.88588022580083,502.01737213207,-0.1551457868778906,English,65
5a56481276d1c60001aaeb61,stops,english,-0.3423246023610218,1.0182399084712312,0.3361924822559571,Spanish,82.5
5a56481276d1c60001aaeb61,stops,spanish,-0.015064504638728769,1.0720586037155504,0.014051941364509433,Spanish,82.5
5a56481276d1c60001aaeb61,vowels,english,10.156535716200088,54.576487908670465,-0.1860972756839221,Spanish,82.5
5a56481276d1c60001aaeb61,vowels,spanish,3.450242092412763,29.021194742662644,-0.11888697632908718,Spanish,82.5
5ad9fe1b80491c000142e065,stops,english,0.030402963691643088,2.3009083618487716,-0.013213461342378023,Spanish,93.75
5ad9fe1b80491c000142e065,stops,hungarian,0.4259847535123422,2.3719568180567436,-0.17959212000382693,Spanish,93.75
5ad9fe1b80491c000142e065,stops,spanish,-0.21269624362448328,2.2310171950540987,0.0953359947632881,Spanish,93.75
5ad9fe1b80491c000142e065,vowels,english,75.39104718446522,503.8401032677492,-0.14963288292357532,Spanish,93.75
5ad9fe1b80491c000142e065,vowels,hungarian,7.980749983901569,50.78670426996069,-0.1571425060677155,Spanish,93.75
5ad9fe1b80491c000142e065,vowels,spanish,6.706521361137161,40.203938579871284,-0.1668125461840916,Spanish,93.75
5b2a091e7297750001c7653e,stops,english,-0.1312781114889367,2.6585576079179165,0.049379449630113086,English,62.5
5b2a091e7297750001c7653e,stops,hungarian,-0.2448103846513721,2.4505418629567126,0.09990051112858565,English,62.5
5b2a091e7297750001c7653e,stops,spanish,-0.1384930871536711,0.964179437480421,0.14363829155657903,English,62.5
5b2a091e7297750001c7653e,vowels,english,5.525033196167432,33.094549178792356,-0.16694692429011793,English,62.5
5b2a091e7297750001c7653e,vowels,hungarian,4.215889974389969,23.723805184192138,-0.17770715707946969,English,62.5
5b2a091e7297750001c7653e,vowels,spanish,4.26360640621149,25.45041039883435,-0.16752603747430203,English,62.5
5b67bffa9ed653000189ff3c,stops,english,-4.695406146927864,0.5702241221100885,8.234316937615207,English,69.16666666666667
5b67bffa9ed653000189ff3c,stops,french,-26.536499978712875,-4.990462790586702e-15,-5317442708673743,English,69.16666666666667
5b67bffa9ed653000189ff3c,stops,spanish,-3.762161211982946,-0.24211596303791363,-15.538674793589792,English,69.16666666666667
5b67bffa9ed653000189ff3c,vowels,english,6.706521360971778,40.20393857902988,-0.16681254618346913,English,69.16666666666667
5b67bffa9ed653000189ff3c,vowels,french,2.91267757635446,13.9405493538434,-0.20893563821797576,English,69.16666666666667
5b67bffa9ed653000189ff3c,vowels,spanish,75.39104718446522,503.8401032677492,-0.14963288292357532,English,69.16666666666667
