"","span_co","eng_co","h_co","participant","result","extra_result","l1"
"1",3.7012702818102,6.1119333161913,3.55565494523925,"563bb259be9cac0005aab7ab","Outside both","No DPBE","Spanish"
"2",1.98564326592715,6.18148172895537,9.64268742693709,"5a08c9a7f2e3460001edb063","Outside both",NA,"English"
"3",2.6051114720288,3.23291861047436,1.45335956776704,"5ad9fe1b80491c000142e065","Outside both","No DPBE","Spanish"
"4",0.24168674232488,2.76040474328449,2.40167178846192,"5b2a091e7297750001c7653e","Intermediate L3","No DPBE","English"
"5",4.71160978884457,6.43558173749717,-5.24635451855898,"5cf5fe247ce340001ac0bdd8","Outside both","No DPBE","Spanish"
"6",-8.29294891906412,12.0750990370642,-1.55247877565798,"5d4cc624ae079c0019f544b6","Intermediate L3",NA,"Spanish"
"7",6.03965268748334,3.29472963868178,4.89072316059219,"5d7c7425c0d7db00187b1199","Intermediate L3","No DPBE","Spanish"
"8",0.911247422679908,3.15845899614747,1.8072774118376,"5d97bf1cfaa2860015b165a6","Intermediate L3","No DPBE","Spanish"
"9",8.7695014627109,10.1148844443384,5.16980739944139,"5dd733664524e76dc4537fe2","Outside both","No DPBE","English"
"10",0.227153721470335,2.29303617748873,2.76040474328447,"5e111e34e69d0a80632daba6","Outside both","No DPBE","Spanish"
"11",5.44126709788039,11.7244600606682,11.4623682501487,"5e3f7b673ba9991dc9cabcfa","Intermediate L3","English boundary","Spanish"
"12",3.20804352787713,4.07364285116399,4.82150561237906,"5e67032bc302df492496fbaa","Outside both","No DPBE","English"
"13",-1.3824656488171,1.20307114194937,-2.01147650694617,"5e88a67c651ae60009602e69","Outside both","No DPBE","Spanish"
"14",-2.47322261235677,2.80447887092293,-2.20074721482048,"5e8e520df84fbf114143b0a2","Intermediate L3","Spanish boundary","Spanish"
"15",5.72665918614968,9.57776405278246,7.09188392480101,"5ec5a55832a7515e8324a8a8","Intermediate L3","Spanish boundary","English"
"16",-10.0188017267737,-11.3217194527178,-18.4058287419202,"5ee579ecd4169f2bee94041e","Outside both","No DPBE","Spanish"
"17",7.11766975311686,25.0236708453545,6.12792816514069,"5f19dc86afa07c0894f60578","Outside both","Spanish boundary","Spanish"
"18",-7.44146931456697,-5.97473147246575,-0.891161702152745,"5f2dfe7552744f15bee0423c","Outside both","No DPBE","Spanish"
"19",-0.787677006501222,-6.71524558018481,-0.241414810425688,"5f3020ed291f7344af6d82e1","Outside both","Spanish boundary","Spanish"
"20",10.089028204453,4.53015708487874,3.95584641561682,"5f464897fd3e1a000a17db32","Outside both","English boundary","English"
"21",1.89266300902301,2.23633051799206,-0.0554580521977849,"5f4bf4536b68b57e64ad4f2d","Outside both","No DPBE","English"
"22",4.24425122989194,8.57158991746737,9.5501384651994,"5f4e8e05550a4d095a76387f","Outside both","English boundary","Spanish"
"23",10.5267192392061,11.3875939474591,7.77305623620402,"5f56143fd7f57c9e86a26bfa","Outside both","No DPBE","English"
"24",4.51437711445021,3.20323239972002,4.96182418916053,"5f6265b707ccb62ae21f22a2","Outside both","No DPBE","Spanish"
"25",4.3990596304487,9.3173228031729,4.16848853227636,"5f67c61d4084d6407fb4a346","Outside both","Spanish boundary","Spanish"
"26",3.38981543980968,6.29282691703563,-4.38894690326548,"5f6aca6b9b8c12072e3b670c","Outside both","No DPBE","Spanish"
"27",7.15935319658299,12.6230092359856,15.3956292485557,"5f749c73a22350067f962e98","Outside both","English boundary","Spanish"
"28",0.863756241212154,11.5144751825894,1.48468311391636,"5fa379c756d0fe67b022823b","Intermediate L3","Spanish boundary","Spanish"
"29",7.76591801003282,12.8862553391575,8.13928958208037,"5fb31c2b353c5ea37f63bdc6","Intermediate L3","Spanish boundary","English"
"30",1.52576545128391,1.25789010596669,2.34091401210301,"5fb409b846be3f02e4bba819","Outside both","No DPBE","Spanish"
"31",4.37197816531115,5.88046191169186,1.36439395342638,"5fbef81be5a619162a47170c","Outside both","No DPBE","Spanish"
"32",8.96223762318663,2.0199484567265,4.25546951323571,"5fc1df101de4be2f7e501f2c","Intermediate L3","English boundary","English"
"33",5.15686957871496,10.0155240020124,5.71031390592837,"5fc679e8b4c6de107d3ba8f5","Intermediate L3","Spanish boundary","English"
"34",-0.441064165131221,2.44321243598166,-0.890664014787412,"5fd9684eb6ce932447f5e810","Outside both","No DPBE","Spanish"
"35",4.49781354022772,3.1741106392071,5.76033359718051,"5fd9889065c9f726aeaed2ae","Outside both","No DPBE","English"
"36",6.02238899898211,5.76665161487177,2.74267361889056,"5fefa6ca19762831d10054bc","Outside both","No DPBE","Spanish"
"37",4.42105800866658,4.98837624946141,6.30964749675463,"60069526535f9aa0acab5ba3","Outside both","No DPBE","Spanish"
"38",2.94070161635039,0.652179401778344,2.55925776896075,"5f3050933b5a04118e4a4f73","Intermediate L3","No DPBE","Spanish"
"39",9.28637963471398,11.4029623113256,21.5836483118477,"5f6916f985575a0f22ec8f69","Outside both","No DPBE","Spanish"
