"","span_co","eng_co","h_co","participant","result","extra_result","l1"
"1",4.29884786477391,5.35035120551141,2.41961932592196,"5b77869d338a9300015468cf","Outside both","No DPBE","Spanish"
"2",2.98420310819832,4.13853002576858,4.89208848948489,"5c72dea09048710001bce0d4","Outside both","No DPBE","Spanish"
"3",14.3652845276671,8.3596161164213,13.957971999618,"5d5c7b0c98683400182d00cb","Intermediate L3","Spanish boundary","Spanish"
"4",0.0490288914952362,4.90169375783587,3.64233619585283,"5dc483cf74939e34e55c3619","Intermediate L3","English boundary","English"
"5",-8.25234152833041,-6.26274790218832,-12.2840469775603,"5e5e06a0394d0811996bd24a","Outside both","No DPBE","Spanish"
"6",-0.901561482337158,4.09835781282001,-0.206248274959804,"5e9133f704391d46ee2bcb31","Intermediate L3","Spanish boundary","Spanish"
"7",5.95044306411531,5.05266220822127,4.87631021211791,"5ea01b4b2d7b4d0243d93f78","Outside both","No DPBE","English"
"8",2.94615022727695,4.09933860146654,5.27082897460216,"5eb0cb5afb9e2418da928edb","Outside both","No DPBE","Spanish"
"9",3.12878091757525,3.20019911817482,4.32371230214932,"5eb471789686d82c24661cb3","Outside both","No DPBE","Spanish"
"10",2.04448311236705,3.90175743273892,3.52774552798559,"5f10dbe567c6dd412e0738cf","Intermediate L3","No DPBE","Spanish"
"11",7.11250570515098,3.24002048073294,8.63382516026493,"5f2bffa8d4f0d601244ab240","Outside both","Spanish boundary","English"
"12",4.11743453751347,6.39752446489158,3.5656376133574,"5f2f0ce447c28c13b4644609","Outside both","No DPBE","Spanish"
"13",5.16515300670699,1.66390541944915,3.97787359629778,"5f4928d947b9fe312e9980ad","Intermediate L3","Spanish boundary","Spanish"
"14",-1.90128443066182,-3.61344169661329,1.50965675506112,"5f51e044db8a35429f9d6e7b","Outside both","No DPBE","English"
"15",1.14965205746185,3.16237332871278,4.58491979930859,"5f627f278e84972eba87f841","Outside both","No DPBE","Spanish"
"16",1.77911842204179,-2.2393651068378,-0.997653871832225,"5f83e5fac85c275782756b34","Intermediate L3","Spanish boundary","Spanish"
"17",19.4152867602745,12.7260308280028,15.7924422872733,"5f989fa02b5a611b2df1a305","Intermediate L3",NA,"English"
"18",-4.08883406222166,7.12904915771352,7.9626597903151,"5fac89c216b5ae293eb9cfd9","Outside both","English boundary","English"
"19",5.70348975378479,14.337429279353,1.353517148617,"5fbb445fed317dc4907cfad4","Outside both",NA,"English"
"20",1.91479406418354,13.8455868025938,3.37213759810364,"5fc58e33547d7a109d04a2b4","Intermediate L3","Spanish boundary","Spanish"
"21",3.77789718138767,5.64787220029867,4.0767193553063,"5fc9b1252395584af6debd51","Intermediate L3","No DPBE","Spanish"
"22",4.86619897991173,0.195422949994926,6.15838117106961,"5fceb47a2cc34e169c85d3d7","Outside both","Spanish boundary","English"
"23",-5.0370700268047,-4.32171828467018,-1.25344404028114,"5fd34418e94b23000a800dcc","Outside both","No DPBE","Spanish"
