"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",4.98078938962109,4.70245705782989,5.89978131558953,-0.918991925968443,0.278332331791197,"5f3344917a7a0b159bd0c375","seh15","SE","Hungarian"
