"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",6.50000003154399,5.89871904775116,5.89907761187723,0.600922419666755,0.601280983792826,"5fb31c2b353c5ea37f63bdc6","seh10","SE","Hungarian"
