"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",2.0197657408883,5.93628500325937,2.49957250412859,-0.479806763240291,-3.91651926237107,"5f3020ed291f7344af6d82e1","seh7","SE","Hungarian"
