"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",6.30004918764936,5.93628500325937,6.02007889553701,0.279970292112354,0.363764184389991,"5f67c61d4084d6407fb4a346","seh6","SE","Hungarian"
