"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",5.50028830287209,6.29753775320112,6.50000003154399,-0.999711728671896,-0.797249450329026,"5e8e520df84fbf114143b0a2","seh9","SE","Hungarian"
