resp.keys,resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,participant,date,expName,psychopyVersion,OS,frameRate,gotResponse.keys,gotResponse.rt,resp_2.keys,resp_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,resp_3.keys,resp_3.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_2.keys,key_resp_2.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran
,,,,,,,stim/VC_10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.765,0,8,8,9,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_06.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.942,0,9,9,5,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_08.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.434,0,10,10,7,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_02.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,1.004,1,0,11,1,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,2.09,1,1,12,4,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_04.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.941,1,2,13,3,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_06.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,1.174,1,3,14,5,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_03.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.638,1,4,15,2,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_09.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,left,0.762,1,5,16,8,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_08.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.328,1,6,17,7,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_07.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.287,1,7,18,6,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_01.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.182,1,8,19,0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_11.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.74,1,9,20,10,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.655,1,10,21,9,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_01.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,1.053,2,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_09.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,1.068,2,1,23,8,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_03.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,9.101,2,2,24,2,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_02.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,1.203,2,3,25,1,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_11.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,3.545,2,4,26,10,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_04.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.808,2,5,27,3,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.814,2,6,28,4,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_08.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.696,2,7,29,7,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_06.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.869,2,8,30,5,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,1.909,2,9,31,9,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_07.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.987,2,10,32,6,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,7.928,,,,,,4,0,13.361,0,0,0,9,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_06.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.904,,,,,,,,,0,1,1,5,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_02.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.903,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_08.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.947,,,,,,,,,0,3,3,7,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_01.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.98,,,,,,,,,0,4,4,0,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_04.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.811,,,,,,,,,0,5,5,3,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_03.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.733,,,,,,,,,0,6,6,2,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_07.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,1.062,,,,,,,,,0,7,7,6,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_09.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.858,,,,,,,,,0,8,8,8,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,1.021,,,,,,,,,0,9,9,4,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_11.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.92,,,,,,,,,0,10,10,10,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_08.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.789,,,,,,,,,1,0,11,7,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_11.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,1.2,,,,,,,,,1,1,12,10,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_06.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.775,,,,,,,,,1,2,13,5,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_01.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.669,,,,,,,,,1,3,14,0,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_03.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.967,,,,,,,,,1,4,15,2,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_02.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.689,,,,,,,,,1,5,16,1,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_04.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.573,,,,,,,,,1,6,17,3,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_09.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.658,,,,,,,,,1,7,18,8,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.41,,,,,,,,,1,8,19,9,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.573,,,,,,,,,1,9,20,4,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_07.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,right,0.465,,,,,,,,,1,10,21,6,1,,,,,,,,,,,,,,
,,,,,,,stim2/pa+10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,1.802,0,0,0,1,1,,,,,,,
,,,,,,,stim2/pa-35.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,1.005,0,1,1,16,1,,,,,,,
,,,,,,,stim2/pa+45.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.822,0,2,2,8,1,,,,,,,
,,,,,,,stim2/pa+15.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.84,0,3,3,2,1,,,,,,,
,,,,,,,stim2/pa-10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,1.051,0,4,4,11,1,,,,,,,
,,,,,,,stim2/pa+35.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.73,0,5,5,6,1,,,,,,,
,,,,,,,stim2/pa-20.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.918,0,6,6,13,1,,,,,,,
,,,,,,,stim2/pa+50.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,1.383,0,7,7,9,1,,,,,,,
,,,,,,,stim2/pa+40.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.934,0,8,8,7,1,,,,,,,
,,,,,,,stim2/pa-25.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.882,0,9,9,14,1,,,,,,,
,,,,,,,stim2/pa+05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.821,0,10,10,0,1,,,,,,,
,,,,,,,stim2/pa+25.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.973,0,11,11,4,1,,,,,,,
,,,,,,,stim2/pa+30.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,1.26,0,12,12,5,1,,,,,,,
,,,,,,,stim2/pa-05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.738,0,13,13,10,1,,,,,,,
,,,,,,,stim2/pa+20.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,1.093,0,14,14,3,1,,,,,,,
,,,,,,,stim2/pa-15.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.926,0,15,15,12,1,,,,,,,
,,,,,,,stim2/pa-30.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.796,0,16,16,15,1,,,,,,,
,,,,,,,stim2/pa+25.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.703,1,0,17,4,1,,,,,,,
,,,,,,,stim2/pa+20.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,1.238,1,1,18,3,1,,,,,,,
,,,,,,,stim2/pa-30.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,1.801,1,2,19,15,1,,,,,,,
,,,,,,,stim2/pa+05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.793,1,3,20,0,1,,,,,,,
,,,,,,,stim2/pa+15.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.821,1,4,21,2,1,,,,,,,
,,,,,,,stim2/pa+35.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.838,1,5,22,6,1,,,,,,,
,,,,,,,stim2/pa-15.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,1.912,1,6,23,12,1,,,,,,,
,,,,,,,stim2/pa+10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.888,1,7,24,1,1,,,,,,,
,,,,,,,stim2/pa-35.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,1.584,1,8,25,16,1,,,,,,,
,,,,,,,stim2/pa+45.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.846,1,9,26,8,1,,,,,,,
,,,,,,,stim2/pa-20.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.777,1,10,27,13,1,,,,,,,
,,,,,,,stim2/pa+50.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,1.013,1,11,28,9,1,,,,,,,
,,,,,,,stim2/pa-25.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.863,1,12,29,14,1,,,,,,,
,,,,,,,stim2/pa-05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.815,1,13,30,10,1,,,,,,,
,,,,,,,stim2/pa-10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,1.282,1,14,31,11,1,,,,,,,
,,,,,,,stim2/pa+30.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.825,1,15,32,5,1,,,,,,,
,,,,,,,stim2/pa+40.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.814,1,16,33,7,1,,,,,,,
,,,,,,,stim2/pa-35.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.706,2,0,34,16,1,,,,,,,
,,,,,,,stim2/pa+40.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.811,2,1,35,7,1,,,,,,,
,,,,,,,stim2/pa+10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.824,2,2,36,1,1,,,,,,,
,,,,,,,stim2/pa+25.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.724,2,3,37,4,1,,,,,,,
,,,,,,,stim2/pa-30.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.836,2,4,38,15,1,,,,,,,
,,,,,,,stim2/pa+15.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.795,2,5,39,2,1,,,,,,,
,,,,,,,stim2/pa-15.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.886,2,6,40,12,1,,,,,,,
,,,,,,,stim2/pa+45.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.654,2,7,41,8,1,,,,,,,
,,,,,,,stim2/pa+35.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.761,2,8,42,6,1,,,,,,,
,,,,,,,stim2/pa+30.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.718,2,9,43,5,1,,,,,,,
,,,,,,,stim2/pa+20.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.759,2,10,44,3,1,,,,,,,
,,,,,,,stim2/pa+05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.822,2,11,45,0,1,,,,,,,
,,,,,,,stim2/pa-20.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.883,2,12,46,13,1,,,,,,,
,,,,,,,stim2/pa-25.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.918,2,13,47,14,1,,,,,,,
,,,,,,,stim2/pa-10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.9,2,14,48,11,1,,,,,,,
,,,,,,,stim2/pa+50.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.897,2,15,49,9,1,,,,,,,
,,,,,,,stim2/pa-05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,1.024,2,16,50,10,1,,,,,,,
,,,,,,,stim2/pa+45.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,5.248,,,,,,q,2.036,0,0,0,8,1
,,,,,,,stim2/pa+05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,1.004,,,,,,,,0,1,1,0,1
,,,,,,,stim2/pa+15.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.695,,,,,,,,0,2,2,2,1
,,,,,,,stim2/pa-30.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.847,,,,,,,,0,3,3,15,1
,,,,,,,stim2/pa+10.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.827,,,,,,,,0,4,4,1,1
,,,,,,,stim2/pa+40.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.897,,,,,,,,0,5,5,7,1
,,,,,,,stim2/pa-15.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.798,,,,,,,,0,6,6,12,1
,,,,,,,stim2/pa+50.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,left,0.76,,,,,,,,0,7,7,9,1
,,,,,,,stim2/pa+35.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.772,,,,,,,,0,8,8,6,1
,,,,,,,stim2/pa-05.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.48,,,,,,,,0,9,9,10,1
,,,,,,,stim2/pa+25.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.919,,,,,,,,0,10,10,4,1
,,,,,,,stim2/pa-20.wav,5ec5a561c1172f5f55cfb425,2021-01-19_22h17.18.073,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,right,0.806,,,,,,,,0,11,11,13,1
