resp.keys,resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,participant,date,expName,psychopyVersion,OS,frameRate,gotResponse.keys,gotResponse.rt,resp_2.keys,resp_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,resp_3.keys,resp_3.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_2.keys,key_resp_2.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran
right,40.70389,0,0,0,1,1,stim/VC_11.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
right,2.001415,0,1,1,0,1,stim/VC_01.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_06.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,space,9.26739,right,1.36145,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_08.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,right,0.840205,0,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_02.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,left,1.03196,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_05.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,right,0.775485,0,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_01.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,left,0.676235,0,4,4,0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_07.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,right,0.67907,0,5,5,6,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_10.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,right,0.606965,0,6,6,9,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_03.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,left,0.661025,0,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_09.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,right,0.636845,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_11.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,right,0.577075,0,9,9,10,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_04.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,left,0.777445,0,10,10,3,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_03.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,left,0.626565,1,0,11,2,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_01.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,left,0.508115,1,1,12,0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_07.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,right,0.57669,1,2,13,6,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_04.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,left,0.910785,1,3,14,3,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_10.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,right,0.534805,1,4,15,9,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_06.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,right,0.60922,1,5,16,5,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_08.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,right,0.493825,1,6,17,7,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_05.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,left,1.231735,1,7,18,4,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_02.wav,5a5c0728ac5624000153f533,2020-12-22_14h41.00.411,English_step1,2020.2.3,Win32,60,,,left,0.60557,1,8,19,1,1,,,,,,,,,,,,,,,,,,,,,,
