resp.keys,resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,participant,date,expName,psychopyVersion,OS,frameRate,gotResponse.keys,gotResponse.rt,resp_2.keys,resp_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_3.keys,key_resp_3.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,resp_3.keys,resp_3.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_2.keys,key_resp_2.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,key_resp.keys,key_resp.rt
left,1.730125,0,0,0,0,1,stim/VC_01.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
right,0.703555,0,1,1,1,1,stim/VC_11.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_11.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,space,3.383315,right,0.743045,0,0,0,10,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_03.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,left,0.693175,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_08.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,1.25039,0,2,2,7,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_05.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,0.71663,0,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_10.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,0.444915,0,4,4,9,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_01.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,left,0.55623,0,5,5,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_02.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,left,0.587305,0,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_04.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,left,1.981495,0,7,7,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_09.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,0.48584,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_06.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,0.44911,0,9,9,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_07.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,0.40882,0,10,10,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_05.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,0.415535,1,0,11,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_11.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,0.36632,1,1,12,10,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_06.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,0.35039,1,2,13,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_08.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,0.36662,1,3,14,7,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_02.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,left,0.62799,1,4,15,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_04.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,left,1.415555,1,5,16,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,stim/VC_10.wav,5b67bffa9ed653000189ff3c,2020-12-22_23h00.06.743,Spanish_step2,2020.2.3,Win32,60,,,right,0.541425,1,6,17,9,1,,,,,,,,,,,,,,,,,,,,,,,
