"","participant","exp","l1","english","spanish"
"1","563bb259be9cac0005aab7ab","stops","Spanish",-0.0245044121737792,-0.0293478985056295
"2","5a56481276d1c60001aaeb61","stops","Spanish",0.336192482255957,0.0140519413645094
"3","5ad9fe1b80491c000142e065","stops","Spanish",-0.013213461342378,0.0953359947632881
"4","5b77869d338a9300015468cf","stops","Spanish",-0.074886600291614,-0.281849706129807
"5","5c4b8e6f3b58fc00012769f0","stops","Spanish",0.018671316576759,-0.232507878873824
"6","5c72dea09048710001bce0d4","stops","Spanish",-0.242838418101209,-0.0917669467450953
"7","5cf5fe247ce340001ac0bdd8","stops","Spanish",0.517185790707333,0.430506885511226
"8","5d159d0a8078020016aa60b9","stops","Spanish",0.922182160720146,-0.173703605395648
"9","5d4cc624ae079c0019f544b6","stops","Spanish",0.0782201081609621,-1.79984442650563
"10","5d5c7b0c98683400182d00cb","stops","Spanish",0.391428036977397,1.17983062968827
"11","5d7c7425c0d7db00187b1199","stops","Spanish",0.418555201997004,-0.0519867153797606
"12","5d97bf1cfaa2860015b165a6","stops","Spanish",-0.563904613043997,-0.176431545524483
"13","5e111e34e69d0a80632daba6","stops","Spanish",-0.295432202804188,-0.244664168355649
"14","5e3f7b673ba9991dc9cabcfa","stops","Spanish",0.349190971351468,-0.167451432215959
"15","5e5e06a0394d0811996bd24a","stops","Spanish",-0.92958560411768,-1.12367224374318
"16","5e88a67c651ae60009602e69","stops","Spanish",-0.405423056884179,-0.247516306619351
"17","5e8e520df84fbf114143b0a2","stops","Spanish",-0.171803268333555,-0.993444096512111
"18","5e9133f704391d46ee2bcb31","stops","Spanish",-0.408318354029245,-0.462927024977305
"19","5eb0cb5afb9e2418da928edb","stops","Spanish",-0.595521964223013,-0.797473629286175
"20","5eb3a51f58efe718f5cffdb4","stops","Spanish",-0.185053938933037,-0.345298468359259
"21","5eb471789686d82c24661cb3","stops","Spanish",-0.63482748266448,-0.635887642867711
"22","5ec28db2622c500632dc95bc","stops","Spanish",1.82553958369404,0.479451638045325
"23","5ec5a561c1172f5f55cfb425","stops","Spanish",1.88066306463619,-0.343815567298888
"24","5ee579ecd4169f2bee94041e","stops","Spanish",-0.48965656139842,-0.322081783425705
"25","5ee67e08ae1ebf0b622da12f","stops","Spanish",0.825835057383807,0.474121981654762
"26","5f00962ef7b0241ae371d912","stops","Spanish",1.45663774688169,0.324462683164956
"27","5f10dbe567c6dd412e0738cf","stops","Spanish",-0.304614424433164,-0.520476158244505
"28","5f19dc86afa07c0894f60578","stops","Spanish",0.127251084058908,-0.170955598976567
"29","5f2dfe7552744f15bee0423c","stops","Spanish",-0.934410184225046,-0.987010920660609
"30","5f2f0ce447c28c13b4644609","stops","Spanish",-0.489048332283813,0.221476386560174
"31","5f3020ed291f7344af6d82e1","stops","Spanish",-0.377910219396017,-0.404814473073068
"32","5f3050933b5a04118e4a4f73","stops","Spanish",-0.747797972969872,-0.692961003604295
"33","5f4928d947b9fe312e9980ad","stops","Spanish",-0.785832502565311,-0.504802708064114
"34","5f4e8e05550a4d095a76387f","stops","Spanish",0.195331640602634,-0.176661402346602
"35","5f6265b707ccb62ae21f22a2","stops","Spanish",-0.383694757835071,-0.251420884488689
"36","5f627f278e84972eba87f841","stops","Spanish",-0.176661402346603,-0.284659402698368
"37","5f641323fc170219bf367bb9","stops","Spanish",0.298742508691601,-0.118874015065094
"38","5f67c61d4084d6407fb4a346","stops","Spanish",0.15039731006421,-0.126387384493017
"39","5f6916f985575a0f22ec8f69","stops","Spanish",0.219125309828665,0.138028453844527
"40","5f6aca6b9b8c12072e3b670c","stops","Spanish",0.320595377011112,0.142667246444146
"41","5f749c73a22350067f962e98","stops","Spanish",0.518444612357496,0.219387809200977
"42","5f83e5fac85c275782756b34","stops","Spanish",-0.723352844034197,-0.423602496834293
"43","5fa379c756d0fe67b022823b","stops","Spanish",-0.0142712941787559,-0.196131035708207
"44","5fb409b846be3f02e4bba819","stops","Spanish",-0.329823187288678,-0.418769507646493
"45","5fbef81be5a619162a47170c","stops","Spanish",0.139282974727226,0.0207262999785498
"46","5fc58e33547d7a109d04a2b4","stops","Spanish",0.833654726186764,0.0771887391680233
"47","5fc9b1252395584af6debd51","stops","Spanish",-0.416450699874824,-0.606655301923736
"48","5fd34418e94b23000a800dcc","stops","Spanish",-0.596556583602177,-0.311979391999146
"49","5fd9684eb6ce932447f5e810","stops","Spanish",0.271609607730422,-0.24654933230844
"50","5fefa6ca19762831d10054bc","stops","Spanish",0.0772852518007607,0.25161155099383
"51","5ffdbbc7ccbb0e317390f548","stops","Spanish",0.451587074957356,-0.0712266475254058
"52","60069526535f9aa0acab5ba3","stops","Spanish",-0.062296603169522,-0.0364072516069633
