"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",3.89921177862807,3.9008318691162,3.50113173217083,0.39808004645724,-0.0016200904881396,"5fd529f2c346b034c758c278","esf16","ES","French"
