"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",3.89690656527166,3.69649142020549,3.98061481804367,-0.0837082527720105,0.200415145066175,"5dab79a5525a7600139cd31e","esf6","ES","French"
