"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",3.98061481806367,3.98061481804368,3.69649142020549,0.284123397858178,1.99920080490301e-11,"5f2bffa8d4f0d601244ab240","esf9","ES","French"
