"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",4.89996199141495,5.49999223192367,5.06384368103355,-0.163881689618599,-0.600030240508721,"5fac89c216b5ae293eb9cfd9","esf12","ES","French"
