"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",4.29752555183669,3.93539664562094,4.0990360252975,0.198489526539196,0.362128906215759,"5a08c9a7f2e3460001edb063","esh12","ES","Hungarian"
