stimuli,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instrText.started,instrText.stopped,cross_tr.started,cross_tr.stopped,sound_1.started,sound_1.stopped,resp.keys,resp.rt,resp.started,resp.stopped,ifri_p.started,ifri_p.stopped,ufri_practice.started,ufri_practice.stopped,gotIT.started,gotIT.stopped,gotResponse.keys,gotResponse.rt,gotResponse.started,gotResponse.stopped,cross_tr_2.started,cross_tr_2.stopped,sound_2.started,sound_2.stopped,resp_2.keys,resp_2.rt,resp_2.started,resp_2.stopped,ifri_p_2.started,ifri_p_2.stopped,ufri_practice_2.started,ufri_practice_2.stopped,instrText_2.started,instrText_2.stopped,cross_tr_3.started,cross_tr_3.stopped,sound_3.started,sound_3.stopped,resp_3.keys,resp_3.rt,resp_3.started,resp_3.stopped,pafri.started,pafri.stopped,bafri.started,bafri.stopped,thanksText.started,thanksText.stopped,session,participant,date,expName,psychopyVersion,frameRate,
stim/VC_11.wav,,,,,1,6,17,10,,,,,,,,,,,,,,,,,,,,,,,,,72.24338269978762,72.65598859987222,72.73894431986847,None,right,0.5604495999868959,72.73894049995579,None,72.73894049995579,None,72.73894049995579,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_06.wav,,,,,1,7,18,5,,,,,,,,,,,,,,,,,,,,,,,,,73.32656259997748,73.73866629996337,73.82200951976702,None,right,2.7235858000349253,73.82218549982645,None,73.82218549982645,None,73.82218549982645,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_05.wav,,,,,1,8,19,4,,,,,,,,,,,,,,,,,,,,,,,,,76.57690149988048,76.98889189981855,77.07198121990078,None,left,0.8597162000369281,77.07181499991566,None,77.07181499991566,None,77.07181499991566,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_07.wav,,,,,1,9,20,6,,,,,,,,,,,,,,,,,,,,,,,,,77.95837469981052,78.37197369989008,78.45522941984237,None,left,1.2667658999562263,78.45527529995888,None,78.45527529995888,None,78.45527529995888,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_08.wav,,,,,1,10,21,7,,,,,,,,,,,,,,,,,,,,,,,,,79.74187929998152,80.15519219986163,80.2387709199451,None,right,0.6657888998743147,80.23853069986217,None,80.23853069986217,None,80.23853069986217,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_02.wav,,,,,2,0,22,1,,,,,,,,,,,,,,,,,,,,,,,,,80.92337109986693,81.33808729983866,81.42162121981383,None,left,0.6392571001779288,81.42177329980768,None,81.42177329980768,None,81.42177329980768,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_07.wav,,,,,2,1,23,6,,,,,,,,,,,,,,,,,,,,,,,,,82.09156339988112,82.5050440998748,82.58838851992041,None,right,0.527423599967733,82.58841539989226,None,82.58841539989226,None,82.58841539989226,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_06.wav,,,,,2,2,24,5,,,,,,,,,,,,,,,,,,,,,,,,,83.14430639985949,83.55502619990148,83.63856561980211,None,right,0.8552274000830948,83.63858949998394,None,83.63858949998394,None,83.63858949998394,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_11.wav,,,,,2,3,25,10,,,,,,,,,,,,,,,,,,,,,,,,,84.52398049994372,84.93818079982884,85.02127231992782,None,right,0.6266425000503659,85.02157609979622,None,85.02157609979622,None,85.02157609979622,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_08.wav,,,,,2,4,26,7,,,,,,,,,,,,,,,,,,,,,,,,,85.67460269993171,86.08798869978637,86.17147771976889,None,right,0.6885345000773668,86.1716221999377,None,86.1716221999377,None,86.1716221999377,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_03.wav,,,,,2,5,27,2,,,,,,,,,,,,,,,,,,,,,,,,,86.88995879981667,87.30468669999391,87.3880963198375,None,left,0.5702006998471916,87.38815079978667,None,87.38815079978667,None,87.38815079978667,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_04.wav,,,,,2,6,28,3,,,,,,,,,,,,,,,,,,,,,,,,,87.99042159994133,88.40437529981136,88.48862231997774,None,left,0.7047248999588192,88.4881329999771,None,88.4881329999771,None,88.4881329999771,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_05.wav,,,,,2,7,29,4,,,,,,,,,,,,,,,,,,,,,,,,,89.22223659977317,89.63817599997856,89.721235219948,None,left,0.634614699985832,89.72134279995225,None,89.72134279995225,None,89.72134279995225,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
stim/VC_01.wav,,,,,2,8,30,0,,,,,,,,,,,,,,,,,,,,,,,,,90.37407409981824,90.78779969993047,90.87115301992745,None,left,0.6949132999870926,90.87098879995756,None,90.87098879995756,None,90.87098879995756,None,,,,,,,,,,,,,,,,,02,em01p,2020_Oct_09_1451,2_afc_span,2020.2.3,59.938455172172986,
