"","X","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group","fs_effect"
"1",1,4.70245705782989,6.09908364699681,4.98078938962089,0.278332331791003,1.39662658916692,"5dd733664524e76dc4537fe2","esh1","ES","Hungarian",1.11829425737592
"2",1,5.89907761187723,4.01935789872611,5.09031405169379,0.808763560183442,1.87971971315113,"5fe92ffe2c2ee638b14a6d29","esh2","ES","Hungarian",1.07095615296768
"3",1,4.90090924025377,4.7024570578299,4.69936701514977,0.201542225104001,0.198452182423879,"5c8be0dd542fbd0016924f5f","esh3","ES","Hungarian",0.00309004268012991
"4",1,4.01935789872613,3.28445522724688,2.33566655951703,1.6836913392091,0.734902671479253,"5f174566f589920a8ba7e2df","esh4","ES","Hungarian",0.94878866772985
"5",1,3.06501850598221,3.49998204911705,4.8474277148109,1.7824092088287,0.434963543134841,"5fd9889065c9f726aeaed2ae","esh5","ES","Hungarian",1.34744566569385
"6",1,4.09930466971411,4.65586783939446,4.47609984476776,0.376795175053648,0.556563169680355,"5e67032bc302df492496fbaa","esh8","ES","Hungarian",0.1797679946267
"7",1,3.50113173219561,2.06572410489187,2.93480968449097,0.566322047704647,1.43540762730375,"5cf83992bab656000198a9c6","esh9","ES","Hungarian",0.8690855795991
"8",1,4.29948588448907,4.93597380449952,4.06434957679705,0.235136307692017,0.636487920010452,"5f56143fd7f57c9e86a26bfa","esh10","ES","Hungarian",0.87162422770247
"9",1,4.29752555183669,3.93539664562094,4.0990360252975,0.198489526539196,0.362128906215759,"5a08c9a7f2e3460001edb063","esh12","ES","Hungarian",0.16363937967656
"10",1,5.08669038443079,4.47609984476776,5.0824550933062,0.00423529112459509,0.610590539663036,"5f464897fd3e1a000a17db32","esh13","ES","Hungarian",0.606355248538439
"11",1,5.89960719379928,6.10128095224884,4.25565511530249,1.64395207849678,0.201673758449558,"5ec28db2622c500632dc95bc","esh14","ES","Hungarian",1.84562583694635
