"","X","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group","fs_effect"
"1",1,4.39864944340328,5.49969158834326,4.49999923151218,0.101349788108908,1.10104214493998,"5ea01b4b2d7b4d0243d93f78","fre1","ES","French",0.99969235683108
"2",1,4.0990360252975,3.50113173216014,3.50113173217682,0.597904293120676,0.597904293137356,"5f5f5013f947f6000bd8ddcb","esf2","ES","French",1.66799907219684e-11
"3",1,4.06434957679568,4.90090924025378,4.98078938962107,0.916439812825395,0.836559663458099,"5fad49057daf5f0162284e86","esf3","ES","French",0.0798801493672903
"4",1,4.85601852026636,4.49945287942862,4.69612265885396,0.159895861412396,0.356565640837734,"5dc483cf74939e34e55c3619","esf4","ES","French",0.196669779425339
"5",1,5.29973799776023,4.24395431838686,3.03753003938265,2.26220795837758,1.05578367937337,"5fbb445fed317dc4907cfad4","esf5","ES","French",1.20642427900421
"6",1,3.89690656527166,3.69649142020549,3.98061481804367,0.0837082527720105,0.200415145066175,"5dab79a5525a7600139cd31e","esf6","ES","French",0.28412339783818
"7",1,4.49992500006771,5.90091635300318,5.29722198614939,0.797296986081677,1.40099135293547,"5ef34cc943115906d6aa397f","esf7","ES","French",0.60369436685379
"8",1,2.50192460351187,2.93480968449097,2.50192460354038,2.85167445213119e-11,0.432885080979099,"5ed39d114858d002a0691781","esf8","ES","French",0.43288508095059
"9",1,3.93539664562094,3.07577026546332,2.47859291010455,1.45680373551638,0.859626380157613,"5d3df88c6a5b1e0001a91d8d","esf10","ES","French",0.59717735535877
"10",1,3.69929208081424,4.06434957679657,2.82137648356983,0.877915597244416,0.365057495982331,"5b67bffa9ed653000189ff3c","esf11","ES","French",1.24297309322674
"11",1,4.89996199141495,5.49999223192367,5.06384368103355,0.163881689618599,0.600030240508721,"5fac89c216b5ae293eb9cfd9","esf12","ES","French",0.43614855089012
"12",1,4.89996199141495,5.49999223192367,5.06384368103355,0.163881689618599,0.600030240508721,"5fac89c216b5ae293eb9cfd9","esf12","ES","French",0.43614855089012
"13",1,4.89670161929635,4.0990360252975,4.01935789872615,0.877343720570204,0.797665593998857,"5f51e044db8a35429f9d6e7b","esf13","ES","French",0.0796781265713502
"14",1,5.09332852442001,4.0643495767388,6.70920320779042,1.61587468337041,1.02897894768121,"5fa0bf0afbd42f13cf56e987","esf14","ES","French",2.64485363105162
"15",1,3.49677798416606,5.49923403592534,6.49971169629806,3.002933712132,2.00245605175928,"5fceb47a2cc34e169c85d3d7","esf15","ES","French",1.00047766037272
"16",1,4.67213823983413,4.98078938962109,4.98078938962109,0.308651149786958,0.308651149786956,"5f989fa02b5a611b2df1a305","esf17","ES","French",0
