stimuli,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instrText.started,instrText.stopped,cross_tr.started,cross_tr.stopped,sound_1.started,sound_1.stopped,resp.keys,resp.rt,resp.started,resp.stopped,eefree_p.started,eefree_p.stopped,offree_practice.started,offree_practice.stopped,gotIT.started,gotIT.stopped,gotResponse.keys,gotResponse.rt,gotResponse.started,gotResponse.stopped,cross_tr_2.started,cross_tr_2.stopped,sound_2.started,sound_2.stopped,resp_2.keys,resp_2.rt,resp_2.started,resp_2.stopped,eefree_p_2.started,eefree_p_2.stopped,offree_practice_2.started,offree_practice_2.stopped,instrText_2.started,instrText_2.stopped,cross_tr_3.started,cross_tr_3.stopped,sound_3.started,sound_3.stopped,resp_3.keys,resp_3.rt,resp_3.started,resp_3.stopped,pafri.started,pafri.stopped,bafri.started,bafri.stopped,thanksText.started,thanksText.stopped,session,participant,date,expName,psychopyVersion,frameRate,
stim/VC_05.wav,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,74.94727550004609,75.36135739996098,75.44458318005782,None,right,0.7623047998640686,75.44456880004145,None,75.44456880004145,None,75.44456880004145,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_11.wav,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,76.23235729988664,76.64421649998985,76.72835397992749,None,right,0.8541860000696033,76.72789740003645,None,76.72789740003645,None,76.72789740003645,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_07.wav,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,77.61391160008498,78.02776279998943,78.11129827999976,None,right,0.7161193999927491,78.11105170007795,None,78.11105170007795,None,78.11105170007795,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_04.wav,,,,,1,0,11,3,,,,,,,,,,,,,,,,,,,,,,,,,78.84369129990228,79.24441779986955,79.32728307989892,None,left,0.7391843998339027,79.32768819993362,None,79.32768819993362,None,79.32768819993362,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_01.wav,,,,,1,1,12,0,,,,,,,,,,,,,,,,,,,,,,,,,80.09661039989442,80.51061249990016,80.59382847992238,None,left,0.6048443999607116,80.59450850007124,None,80.59450850007124,None,80.59450850007124,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_11.wav,,,,,1,2,13,10,,,,,,,,,,,,,,,,,,,,,,,,,81.22996979998425,81.64373839995824,81.72722937997897,None,right,0.6724904999136925,81.72738480009139,None,81.72738480009139,None,81.72738480009139,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_07.wav,,,,,1,3,14,6,,,,,,,,,,,,,,,,,,,,,,,,,82.43081229995005,82.84459739993326,82.92762377990876,None,right,0.8009629000443965,82.92748870002106,None,82.92748870002106,None,82.92748870002106,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_10.wav,,,,,1,4,15,9,,,,,,,,,,,,,,,,,,,,,,,,,83.7471231999807,84.16093900008127,84.24403728002217,None,right,0.6962254999671131,84.24431280000135,None,84.24431280000135,None,84.24431280000135,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_05.wav,,,,,1,5,16,4,,,,,,,,,,,,,,,,,,,,,,,,,84.96562259993516,85.37685619993135,85.46023418002297,None,right,1.0333094999659806,85.46068789996207,None,85.46068789996207,None,85.46068789996207,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_06.wav,,,,,1,6,17,5,,,,,,,,,,,,,,,,,,,,,,,,,86.51312029990368,86.92727730004117,87.01059347989504,None,right,0.8013750999234617,87.01058420003392,None,87.01058420003392,None,87.01058420003392,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_09.wav,,,,,1,7,18,8,,,,,,,,,,,,,,,,,,,,,,,,,87.82920700008981,88.24337629997171,88.32843097990845,None,right,0.7702093999832869,88.32721320004202,None,88.32721320004202,None,88.32721320004202,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_02.wav,,,,,1,8,19,1,,,,,,,,,,,,,,,,,,,,,,,,,89.12997410004027,89.54406529990956,89.62702317994554,None,left,0.5621144999749959,89.62712349998765,None,89.62712349998765,None,89.62712349998765,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_03.wav,,,,,1,9,20,2,,,,,,,,,,,,,,,,,,,,,,,,,90.21320379991084,90.62705360003747,90.71051038003061,None,left,0.6029693998862058,90.71104989992455,None,90.71104989992455,None,90.71104989992455,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_08.wav,,,,,1,10,21,7,,,,,,,,,,,,,,,,,,,,,,,,,91.34614620008506,91.76016289996915,91.84353377989028,None,right,0.7256102999672294,91.84428819990717,None,91.84428819990717,None,91.84428819990717,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_01.wav,,,,,2,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,92.59770329995081,93.01031799986959,93.09360607985873,None,left,0.5794244001153857,93.0934923000168,None,93.0934923000168,None,93.0934923000168,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_08.wav,,,,,2,1,23,7,,,,,,,,,,,,,,,,,,,,,,,,,93.6964417998679,94.11087329988368,94.19337257992011,None,right,0.6399064001161605,94.19367370009422,None,94.19367370009422,None,94.19367370009422,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_02.wav,,,,,2,2,24,1,,,,,,,,,,,,,,,,,,,,,,,,,94.86197680002078,95.27714819996618,95.36009567992296,None,left,0.4608840001747012,95.3600318999961,None,95.3600318999961,None,95.3600318999961,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_03.wav,,,,,2,3,25,2,,,,,,,,,,,,,,,,,,,,,,,,,95.84533359995112,96.26022910000756,96.34365207997617,None,left,0.6414745999500155,96.34342580009252,None,96.34342580009252,None,96.34342580009252,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_10.wav,,,,,2,4,26,9,,,,,,,,,,,,,,,,,,,,,,,,,97.01350070000626,97.42679900000803,97.51008817988914,None,right,0.6047753000166267,97.50995739991777,None,97.50995739991777,None,97.50995739991777,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_06.wav,,,,,2,5,27,5,,,,,,,,,,,,,,,,,,,,,,,,,98.14421349996701,98.55964919994585,98.64275858008769,None,right,0.6155826000031084,98.64254259993322,None,98.64254259993322,None,98.64254259993322,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_09.wav,,,,,2,6,28,8,,,,,,,,,,,,,,,,,,,,,,,,,99.27991120005026,99.69324679998681,99.77668107992504,None,right,0.6436819999944419,99.777439000085,None,99.777439000085,None,99.777439000085,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_07.wav,,,,,2,7,29,6,,,,,,,,,,,,,,,,,,,,,,,,,100.4426048998721,100.84305080003105,100.92647197998595,None,right,0.6724357001949102,100.9267021000851,None,100.9267021000851,None,100.9267021000851,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_04.wav,,,,,2,8,30,3,,,,,,,,,,,,,,,,,,,,,,,,,101.63030779990368,102.04297890001908,102.12621857987251,None,left,0.8032637999858707,102.12681449996307,None,102.12681449996307,None,102.12681449996307,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_11.wav,,,,,2,9,31,10,,,,,,,,,,,,,,,,,,,,,,,,,102.9631191000808,103.37618910009041,103.46028757996392,None,right,0.6788439999800175,103.45960450009443,None,103.45960450009443,None,103.45960450009443,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_05.wav,,,,,2,10,32,4,,,,,,,,,,,,,,,,,,,,,,,,,104.16378029994667,104.57710890006274,104.66027058002074,None,right,0.7537185999099165,104.65948299993761,None,104.65948299993761,None,104.65948299993761,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_01.wav,,,,,3,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,105.4446111000143,105.85963850002736,105.94312937993091,None,left,0.7239115999545902,105.94299799995497,None,105.94299799995497,None,105.94299799995497,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_07.wav,,,,,3,1,34,6,,,,,,,,,,,,,,,,,,,,,,,,,106.69637600006536,107.10929819988087,107.19365237995517,None,right,0.8624158999882638,107.19290859997272,None,107.19290859997272,None,107.19290859997272,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_09.wav,,,,,3,2,35,8,,,,,,,,,,,,,,,,,,,,,,,,,108.07929120003246,108.49252870003693,108.57582427996677,None,right,0.7453894999343902,108.57660789997317,None,108.57660789997317,None,108.57660789997317,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_08.wav,,,,,3,3,36,7,,,,,,,,,,,,,,,,,,,,,,,,,109.34663779987022,109.75913470005617,109.84273457985837,None,right,0.6861596000380814,109.84442689991556,None,109.84442689991556,None,109.84442689991556,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_05.wav,,,,,3,4,37,4,,,,,,,,,,,,,,,,,,,,,,,,,110.56115640001372,110.97706450009719,111.05907917993609,None,right,1.0340791998896748,111.05905369995162,None,111.05905369995162,None,111.05905369995162,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_04.wav,,,,,3,5,38,3,,,,,,,,,,,,,,,,,,,,,,,,,112.1107856000308,112.52580929989927,112.60912687999662,None,left,1.3549881998915225,112.6089697999414,None,112.6089697999414,None,112.6089697999414,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_02.wav,,,,,3,6,39,1,,,,,,,,,,,,,,,,,,,,,,,,,113.9961107999552,114.4089347999543,114.492390680057,None,left,0.6655256000813097,114.49225299991667,None,114.49225299991667,None,114.49225299991667,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_06.wav,,,,,3,7,40,5,,,,,,,,,,,,,,,,,,,,,,,,,115.17777720000595,115.59211690002121,115.67542908007745,None,right,0.7172476998530328,115.67566190008074,None,115.67566190008074,None,115.67566190008074,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_11.wav,,,,,3,8,41,10,,,,,,,,,,,,,,,,,,,,,,,,,116.4119835998863,116.82552030007355,116.90885088003706,None,right,0.7780313000548631,116.90874139987864,None,116.90874139987864,None,116.90874139987864,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_10.wav,,,,,3,9,42,9,,,,,,,,,,,,,,,,,,,,,,,,,117.71122139994986,118.12526579992846,118.20862957991194,None,right,0.7856129999272525,118.2087161000818,None,118.2087161000818,None,118.2087161000818,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_03.wav,,,,,3,10,43,2,,,,,,,,,,,,,,,,,,,,,,,,,119.02768709999509,119.44188699987717,119.52525657990482,None,left,0.6622091999743134,119.52527139987797,None,119.52527139987797,None,119.52527139987797,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_10.wav,,,,,4,0,44,9,,,,,,,,,,,,,,,,,,,,,,,,,120.21240269998088,120.62514739995822,120.70848838000093,None,right,0.7626745000015944,120.70853969990276,None,120.70853969990276,None,120.70853969990276,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_01.wav,,,,,4,1,45,0,,,,,,,,,,,,,,,,,,,,,,,,,121.49633909994736,121.90836809994653,121.9930679799756,None,left,0.6869711999315768,121.99194850004278,None,121.99194850004278,None,121.99194850004278,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_11.wav,,,,,4,2,46,10,,,,,,,,,,,,,,,,,,,,,,,,,122.71024290006608,123.12530419998802,123.20832277990412,None,right,0.6705602000001818,123.20830759988166,None,123.20830759988166,None,123.20830759988166,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_04.wav,,,,,4,3,47,3,,,,,,,,,,,,,,,,,,,,,,,,,123.91089070006274,124.32517710002139,124.40830767985899,None,left,0.6926470000762492,124.40827100002207,None,124.40827100002207,None,124.40827100002207,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_09.wav,,,,,4,4,48,8,,,,,,,,,,,,,,,,,,,,,,,,,125.12850239989348,125.54153360007331,125.62481988004875,None,right,0.6328577999956906,125.6248454998713,None,125.6248454998713,None,125.6248454998713,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_08.wav,,,,,4,5,49,7,,,,,,,,,,,,,,,,,,,,,,,,,126.27918149996549,126.69141609990038,126.77478207990062,None,right,0.7027183999307454,126.77480929996818,None,126.77480929996818,None,126.77480929996818,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_03.wav,,,,,4,6,50,2,,,,,,,,,,,,,,,,,,,,,,,,,127.51053999993019,127.92467219987884,128.0080225799931,None,left,0.6382285999134183,128.0079922999721,None,128.0079922999721,None,128.0079922999721,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_06.wav,,,,,4,7,51,5,,,,,,,,,,,,,,,,,,,,,,,,,128.67732829996385,129.0912490999326,129.17456957993562,None,right,0.8557305000722408,129.1747351998929,None,129.1747351998929,None,129.1747351998929,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_07.wav,,,,,4,8,52,6,,,,,,,,,,,,,,,,,,,,,,,,,130.06055009993725,130.47480460000224,130.55789807990658,None,right,0.8598941001109779,130.55782980006188,None,130.55782980006188,None,130.55782980006188,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_05.wav,,,,,4,9,53,4,,,,,,,,,,,,,,,,,,,,,,,,,131.444612900028,131.85778569988906,131.94128458008635,None,left,0.9104357999749482,131.94139469997026,None,131.94139469997026,None,131.94139469997026,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim/VC_02.wav,,,,,4,10,54,1,,,,,,,,,,,,,,,,,,,,,,,,,132.87761930003762,133.2913031000644,133.37422478005755,None,left,0.7762643001042306,133.37429050006904,None,133.37429050006904,None,133.37429050006904,None,,,,,,,,,,,,,,,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa-10.wav,,,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.38352199993096,None,139.2884752000682,139.69061030005105,139.77398718001785,None,left,2.721164499875158,139.77406419999897,None,139.77406419999897,None,139.77406419999897,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa-15.wav,,,,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.5312133000698,142.9404710000381,143.00705587996634,None,right,1.0132182000670582,143.00720870005898,None,143.00720870005898,None,143.00720870005898,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa-20.wav,,,,,,,,,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0438792000059,144.45704589993693,144.54038467996287,None,right,0.8053049999289215,144.5402969000861,None,144.5402969000861,None,144.5402969000861,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa-05.wav,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.3779631999787,145.79050090000965,145.87360347986686,None,right,0.7120020999573171,145.87392250006087,None,145.87392250006087,None,145.87392250006087,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa+25.wav,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.61042289994657,147.0237517999485,147.1071321800584,None,left,0.8469638000242412,147.1077060000971,None,147.1077060000971,None,147.1077060000971,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa+35.wav,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.97750489995815,148.39012650004588,148.47345737989525,None,right,0.8747697998769581,148.4737080000341,None,148.4737080000341,None,148.4737080000341,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa-30.wav,,,,,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.3782104998827,149.78999889991246,149.8736776799662,None,right,0.8458294000010937,149.8735654000193,None,149.8735654000193,None,149.8735654000193,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa+10.wav,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.74429850000888,151.15659829997458,151.239907880011,None,left,1.3907083000522107,151.24000009987503,None,151.24000009987503,None,151.24000009987503,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa+15.wav,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.6606566000264,153.07322950009257,153.15646537991705,None,left,0.7792062999214977,153.15776890004054,None,153.15776890004054,None,153.15776890004054,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa+20.wav,,,,,,,,,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.95985640003346,154.37316419999115,154.45643308006692,None,left,0.8410803999286145,154.45706290006638,None,154.45706290006638,None,154.45706290006638,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa-25.wav,,,,,,,,,0,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.3265813998878,155.73959459993057,155.8231294799363,None,right,0.6970882997848094,155.82321970001794,None,155.82321970001794,None,155.82321970001794,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa-35.wav,,,,,,,,,0,11,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.54461820004508,156.95660699997097,157.03961727994027,None,right,0.6459867998491973,157.0398621999193,None,157.0398621999193,None,157.0398621999193,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa+30.wav,,,,,,,,,0,12,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.71150030009449,158.1228372999467,158.20615788006688,None,left,0.6336375998798758,158.20671260007657,None,158.20671260007657,None,158.20671260007657,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa+05.wav,,,,,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.8598132999614,159.27286639995873,159.35606198005843,None,right,0.5548310000449419,159.3569290000014,None,159.3569290000014,None,159.3569290000014,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa+05.wav,,,,,,,,,1,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.94337120000273,160.35601760004647,160.43945508000905,None,right,0.7879202000331134,160.43945549987257,None,160.43945549987257,None,160.43945549987257,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
stim2/pa+30.wav,,,,,,,,,1,1,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.25822909991257,161.67261840007268,161.75600317998322,None,left,0.5764806000515819,161.75639820005745,None,161.75639820005745,None,161.75639820005745,None,,,01,eme01p,2020_Oct_09_1333,2_afc_eng,2020.2.3,59.933713338575394,
