"","X","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group","fs_effect"
"1",1,7.0640261955338,4.69321365940113,5.89960719379928,1.16441900173452,2.37081253613267,"5f2f0ce447c28c13b4644609","sef1","SE","French",1.20639353439815
"2",1,7.01921061079945,6.50000003154399,6.90018410154096,0.119026509258485,0.519210579255462,"5eb0cb5afb9e2418da928edb","sef2","SE","French",0.40018406999697
"3",1,5.2992962034587,4.90090924025377,5.09907933290527,0.200216870553423,0.398386963204922,"5d5c7b0c98683400182d00cb","sef3","SE","French",0.1981700926515
"4",1,4.69814100811343,3.06501850598173,5.69941369478157,1.00127268666814,1.6331225021317,"5f627f278e84972eba87f841","sef5","SE","French",2.63439518879984
"5",1,5.48457154481671,4.06434957679592,4.50074890167804,0.983822643138669,1.42022196802079,"5fc58e33547d7a109d04a2b4","sef7","SE","French",0.43639932488212
"6",1,6.70026905354773,6.4997116961415,6.50000003154399,0.200269022003742,0.200557357406232,"5eb471789686d82c24661cb3","sef8","SE","French",0.00028833540249007
"7",1,5.29973799776023,5.09981589845904,5.09756001002338,0.202177987736849,0.199922099301191,"5d159d0a8078020016aa60b9","sef9","SE","French",0.00225588843566005
"8",1,4.49999923151218,3.9008318691162,4.50074890109168,0.000749669579498402,0.599167362395979,"5fd34418e94b23000a800dcc","sef11","SE","French",0.59991703197548
"9",1,5.49969158834326,3.50113173217302,3.89921177862807,1.60047980971519,1.99855985617023,"5e9133f704391d46ee2bcb31","sef13","SE","French",0.39808004645505
"10",1,6.90426048700416,7.50395746326117,7.10162083929125,0.197360352287083,0.599696976257007,"5f4928d947b9fe312e9980ad","sef14","SE","French",0.402336623969919
"11",1,7.11276445647692,6.09908364699681,5.49923403592534,1.61353042055158,1.0136808094801,"5fc9b1252395584af6debd51","sef15","SE","French",0.59984961107147
"12",1,5.9362850032575,4.98078938962108,4.49999923151218,1.43628577174532,0.95549561363642,"5c72dea09048710001bce0d4","sef16","SE","French",0.4807901581089
"13",1,3.29736610630675,2.98042047812851,2.50192460354611,0.795441502760645,0.31694562817824,"5f83e5fac85c275782756b34","sef18","SE","French",0.4784958745824
"14",1,5.70021826560529,5.02014451604371,4.49604253673883,1.20417572886646,0.680073749561587,"5b77869d338a9300015468cf","sef19","SE","French",0.52410197930488
"15",1,5.89978131558953,5.49446303617573,5.49999223192366,0.399789083665869,0.405318279413806,"5f10dbe567c6dd412e0738cf","sef20","SE","French",0.00552919574792998
