"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",3.69929208081424,4.06434957679657,2.82137648356983,0.877915597244416,-0.365057495982331,"5b67bffa9ed653000189ff3c","esf11","ES","French"
