"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",3.50113173219561,2.06572410489187,2.93480968449097,0.566322047704647,1.43540762730375,"5cf83992bab656000198a9c6","esh9","ES","Hungarian"
