"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",4.06434957679568,4.90090924025378,4.98078938962107,-0.916439812825395,-0.836559663458099,"5fad49057daf5f0162284e86","esf3","ES","French"
