"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",4.39864944340328,5.49969158834326,4.49999923151218,-0.101349788108908,-1.10104214493998,"5ea01b4b2d7b4d0243d93f78","fre1","ES","French"
