trials_practice1.thisRepN,trials_practice1.thisTrialN,trials_practice1.thisN,trials_practice1.thisIndex,trials_practice1.ran,trials_practice1.order,stim_35,participant,session,date,expName,psychopyVersion,frameRate,trials_practice2.thisRepN,trials_practice2.thisTrialN,trials_practice2.thisN,trials_practice2.thisIndex,trials_practice2.ran,trials_practice2.order,key_resp_trial.keys,key_resp_trial.rt,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,trials_loop.ran,trials_loop.order
,,,,,,stimuli_35/pa+10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.598,10,0,140,8,1,139
,,,,,,stimuli_35/pa+05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.382,10,0,140,7,1,139
,,,,,,stimuli_35/pa+30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.832,10,0,140,12,1,139
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.947,10,0,140,13,1,139
,,,,,,stimuli_35/pa-05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.898,10,0,140,6,1,139
,,,,,,stimuli_35/pa-25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.314,10,0,140,2,1,139
,,,,,,stimuli_35/pa-10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.981,10,0,140,5,1,139
,,,,,,stimuli_35/pa-15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.98,10,0,140,4,1,139
,,,,,,stimuli_35/pa-30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.983,10,0,140,1,1,139
,,,,,,stimuli_35/pa+15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.665,10,0,140,9,1,139
,,,,,,stimuli_35/pa+20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.498,10,0,140,10,1,139
,,,,,,stimuli_35/pa-10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.016,10,0,140,5,1,139
,,,,,,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.749,10,0,140,0,1,139
,,,,,,stimuli_35/pa-15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.832,10,0,140,4,1,139
,,,,,,stimuli_35/pa+25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.614,10,0,140,11,1,139
,,,,,,stimuli_35/pa+20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.832,10,0,140,10,1,139
,,,,,,stimuli_35/pa+30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.614,10,0,140,12,1,139
,,,,,,stimuli_35/pa-25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.649,10,0,140,2,1,139
,,,,,,stimuli_35/pa+15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.765,10,0,140,9,1,139
,,,,,,stimuli_35/pa+05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.649,10,0,140,7,1,139
,,,,,,stimuli_35/pa-05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,2.065,10,0,140,6,1,139
,,,,,,stimuli_35/pa+10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.648,10,0,140,8,1,139
,,,,,,stimuli_35/pa-30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.298,10,0,140,1,1,139
,,,,,,stimuli_35/pa-20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.399,10,0,140,3,1,139
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.747,10,0,140,13,1,139
,,,,,,stimuli_35/pa-10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.765,10,0,140,5,1,139
,,,,,,stimuli_35/pa+30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.698,10,0,140,12,1,139
,,,,,,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.914,10,0,140,0,1,139
,,,,,,stimuli_35/pa+05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.865,10,0,140,7,1,139
,,,,,,stimuli_35/pa-20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.698,10,0,140,3,1,139
,,,,,,stimuli_35/pa-25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.814,10,0,140,2,1,139
,,,,,,stimuli_35/pa-05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.898,10,0,140,6,1,139
,,,,,,stimuli_35/pa+25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.131,10,0,140,11,1,139
,,,,,,stimuli_35/pa+20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.266,10,0,140,10,1,139
,,,,,,stimuli_35/pa-15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.765,10,0,140,4,1,139
,,,,,,stimuli_35/pa-30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.815,10,0,140,1,1,139
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.631,10,0,140,13,1,139
,,,,,,stimuli_35/pa+10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.965,10,0,140,8,1,139
,,,,,,stimuli_35/pa+15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.631,10,0,140,9,1,139
,,,,,,stimuli_35/pa+15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.865,10,0,140,9,1,139
,,,,,,stimuli_35/pa-25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.664,10,0,140,2,1,139
,,,,,,stimuli_35/pa-05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.797,10,0,140,6,1,139
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.68,10,0,140,13,1,139
,,,,,,stimuli_35/pa+20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1,10,0,140,10,1,139
,,,,,,stimuli_35/pa-30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.298,10,0,140,1,1,139
,,,,,,stimuli_35/pa-15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.033,10,0,140,4,1,139
,,,,,,stimuli_35/pa+05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.998,10,0,140,7,1,139
,,,,,,stimuli_35/pa-10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.216,10,0,140,5,1,139
,,,,,,stimuli_35/pa+25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.648,10,0,140,11,1,139
,,,,,,stimuli_35/pa+10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.766,10,0,140,8,1,139
,,,,,,stimuli_35/pa+30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.648,10,0,140,12,1,139
,,,,,,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.845,10,0,140,0,1,139
,,,,,,stimuli_35/pa-20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.748,10,0,140,3,1,139
,,,,,,stimuli_35/pa-05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.832,10,0,140,6,1,139
,,,,,,stimuli_35/pa-15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.698,10,0,140,4,1,139
,,,,,,stimuli_35/pa+10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.583,10,0,140,8,1,139
,,,,,,stimuli_35/pa+05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.748,10,0,140,7,1,139
,,,,,,stimuli_35/pa+25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.713,10,0,140,11,1,139
,,,,,,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.697,10,0,140,0,1,139
,,,,,,stimuli_35/pa+30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.596,10,0,140,12,1,139
,,,,,,stimuli_35/pa+15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.731,10,0,140,9,1,139
,,,,,,stimuli_35/pa-25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.665,10,0,140,2,1,139
,,,,,,stimuli_35/pa+20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.866,10,0,140,10,1,139
,,,,,,stimuli_35/pa-20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.115,10,0,140,3,1,139
,,,,,,stimuli_35/pa-10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.832,10,0,140,5,1,139
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.765,10,0,140,13,1,139
,,,,,,stimuli_35/pa-30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.815,10,0,140,1,1,139
,,,,,,stimuli_35/pa-15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.766,10,0,140,4,1,139
,,,,,,stimuli_35/pa-20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.399,10,0,140,3,1,139
,,,,,,stimuli_35/pa-25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.225,10,0,140,2,1,139
,,,,,,stimuli_35/pa+25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.516,10,0,140,11,1,139
,,,,,,stimuli_35/pa-05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.431,10,0,140,6,1,139
,,,,,,stimuli_35/pa-30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.865,10,0,140,1,1,139
,,,,,,stimuli_35/pa+05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.73,10,0,140,7,1,139
,,,,,,stimuli_35/pa+30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.882,10,0,140,12,1,139
,,,,,,stimuli_35/pa+15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.682,10,0,140,9,1,139
,,,,,,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.548,10,0,140,0,1,139
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.131,10,0,140,13,1,139
,,,,,,stimuli_35/pa+20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.649,10,0,140,10,1,139
,,,,,,stimuli_35/pa-10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.896,10,0,140,5,1,139
,,,,,,stimuli_35/pa+10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.747,10,0,140,8,1,139
,,,,,,stimuli_35/pa+25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.164,10,0,140,11,1,139
,,,,,,stimuli_35/pa-30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.846,10,0,140,1,1,139
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.815,10,0,140,13,1,139
,,,,,,stimuli_35/pa+05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.882,10,0,140,7,1,139
,,,,,,stimuli_35/pa-15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.864,10,0,140,4,1,139
,,,,,,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.631,10,0,140,0,1,139
,,,,,,stimuli_35/pa-05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.633,10,0,140,6,1,139
,,,,,,stimuli_35/pa+20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.316,10,0,140,10,1,139
,,,,,,stimuli_35/pa-10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.865,10,0,140,5,1,139
,,,,,,stimuli_35/pa+15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.814,10,0,140,9,1,139
,,,,,,stimuli_35/pa-20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.382,10,0,140,3,1,139
,,,,,,stimuli_35/pa+10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.647,10,0,140,8,1,139
,,,,,,stimuli_35/pa-25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.88,10,0,140,2,1,139
,,,,,,stimuli_35/pa+30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.632,10,0,140,12,1,139
,,,,,,stimuli_35/pa+30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.015,10,0,140,12,1,139
,,,,,,stimuli_35/pa+15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.809,10,0,140,9,1,139
,,,,,,stimuli_35/pa+25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.78,10,0,140,11,1,139
,,,,,,stimuli_35/pa-30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.165,10,0,140,1,1,139
,,,,,,stimuli_35/pa+10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.614,10,0,140,8,1,139
,,,,,,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.399,10,0,140,0,1,139
,,,,,,stimuli_35/pa-25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.863,10,0,140,2,1,139
,,,,,,stimuli_35/pa-20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.9,10,0,140,3,1,139
,,,,,,stimuli_35/pa+20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.58,10,0,140,10,1,139
,,,,,,stimuli_35/pa+05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.58,10,0,140,7,1,139
,,,,,,stimuli_35/pa-05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.363,10,0,140,6,1,139
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.746,10,0,140,13,1,139
,,,,,,stimuli_35/pa-15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.697,10,0,140,4,1,139
,,,,,,stimuli_35/pa-10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.764,10,0,140,5,1,139
