trials_practice1.thisRepN,trials_practice1.thisTrialN,trials_practice1.thisN,trials_practice1.thisIndex,trials_practice1.ran,trials_practice1.order,stim_35,participant,session,date,expName,psychopyVersion,frameRate,trials_practice2.thisRepN,trials_practice2.thisTrialN,trials_practice2.thisN,trials_practice2.thisIndex,trials_practice2.ran,trials_practice2.order,key_resp_trial.keys,key_resp_trial.rt,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,trials_loop.ran,trials_loop.order
2,0,2,0,1,1,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,,,,,,,,
2,0,2,0,1,1,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,,,,,,,,
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,2,0,2,0,1,1,,,,,,,,
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,2,0,2,0,1,1,,,,,,,,
,,,,,,stimuli_35/pa+15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.28,10,0,140,9,1,139
,,,,,,stimuli_35/pa+05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.913,10,0,140,7,1,139
,,,,,,stimuli_35/pa+30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.982,10,0,140,12,1,139
,,,,,,stimuli_35/pa+10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.731,10,0,140,8,1,139
,,,,,,stimuli_35/pa-20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.698,10,0,140,3,1,139
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.999,10,0,140,13,1,139
,,,,,,stimuli_35/pa-15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.864,10,0,140,4,1,139
,,,,,,stimuli_35/pa-10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.832,10,0,140,5,1,139
,,,,,,stimuli_35/pa-05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.198,10,0,140,6,1,139
,,,,,,stimuli_35/pa+20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.832,10,0,140,10,1,139
,,,,,,stimuli_35/pa+25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.149,10,0,140,11,1,139
,,,,,,stimuli_35/pa-30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.765,10,0,140,1,1,139
,,,,,,stimuli_35/pa-25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.881,10,0,140,2,1,139
,,,,,,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.014,10,0,140,0,1,139
,,,,,,stimuli_35/pa+05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.664,10,0,140,7,1,139
,,,,,,stimuli_35/pa-10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.299,10,0,140,5,1,139
,,,,,,stimuli_35/pa-05.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.098,10,0,140,6,1,139
,,,,,,stimuli_35/pa-25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.765,10,0,140,2,1,139
,,,,,,stimuli_35/pa+25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.096,10,0,140,11,1,139
,,,,,,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.749,10,0,140,0,1,139
,,,,,,stimuli_35/pa-30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.931,10,0,140,1,1,139
,,,,,,stimuli_35/pa-20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,1.049,10,0,140,3,1,139
,,,,,,stimuli_35/pa+30.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.648,10,0,140,12,1,139
,,,,,,stimuli_35/pa+20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,1.032,10,0,140,10,1,139
,,,,,,stimuli_35/pa+15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.716,10,0,140,9,1,139
,,,,,,stimuli_35/pa-15.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.764,10,0,140,4,1,139
,,,,,,stimuli_35/pa+35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.998,10,0,140,13,1,139
,,,,,,stimuli_35/pa+10.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.665,10,0,140,8,1,139
,,,,,,stimuli_35/pa-20.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.849,10,0,140,3,1,139
,,,,,,stimuli_35/pa+25.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,right,0.665,10,0,140,11,1,139
,,,,,,stimuli_35/pa-35.wav,100,2,2019-04-01_11h33.44.556,2afc,3.0.6,60,,,,,,,left,0.698,10,0,140,0,1,139
