"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",4.89670161929635,4.0990360252975,4.01935789872615,0.877343720570204,0.797665593998857,"5f51e044db8a35429f9d6e7b","esf13","ES","French"
