0.8857 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.6017 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
7.3435 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C5903BFB00>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C59040FCF8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.3442 	EXP 	window1: mouseVisible = True
7.3443 	EXP 	window1: recordFrameIntervals = False
7.5086 	EXP 	window1: recordFrameIntervals = True
7.6920 	EXP 	window1: recordFrameIntervals = False
7.8170 	EXP 	Created cross_tr_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='red', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='cross_tr_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255.,   0.,   0.]), text='+', units='height', win=Window(...), wrapWidth=1)
7.8415 	EXP 	Sound sound_2 set volume 1.000
7.8483 	EXP 	Created eefree_p_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='eefree_p_2', opacity=1.0, ori=0, pos=array([-0.4, -0.2]), rgb=array([255., 255., 255.]), text='Yes', units='height', win=Window(...), wrapWidth=1)
7.8540 	EXP 	Created offree_practice_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='offree_practice_2', opacity=1.0, ori=0, pos=array([ 0.4 , -0.25]), rgb=array([255., 255., 255.]), text='no\n', units='height', win=Window(...), wrapWidth=1)
7.8830 	EXP 	Imported cond_2.xlsx as conditions, 14 conditions, 1 params
7.8871 	EXP 	Created sequence: random, trialTypes=14, nReps=5, seed=None
7.8894 	EXP 	New trial (rep=0, index=0): OrderedDict([('stimuli', 'stim2/pa+15.wav')])
7.9324 	EXP 	cross_tr_2: autoDraw = True
8.3417 	EXP 	cross_tr_2: autoDraw = False
8.3917 	EXP 	eefree_p_2: autoDraw = True
8.3917 	EXP 	offree_practice_2: autoDraw = True
10.1738 	EXP 	New trial (rep=0, index=1): OrderedDict([('stimuli', 'stim2/pa+35.wav')])
10.1800 	DATA 	Keypress: left
10.1827 	EXP 	cross_tr_2: autoDraw = False
10.1827 	EXP 	eefree_p_2: autoDraw = False
10.1827 	EXP 	offree_practice_2: autoDraw = False
10.1827 	EXP 	cross_tr_2: autoDraw = True
10.5915 	EXP 	cross_tr_2: autoDraw = False
10.6747 	EXP 	eefree_p_2: autoDraw = True
10.6747 	EXP 	offree_practice_2: autoDraw = True
11.1004 	EXP 	New trial (rep=0, index=2): OrderedDict([('stimuli', 'stim2/pa+20.wav')])
11.1102 	DATA 	Keypress: left
11.1133 	EXP 	cross_tr_2: autoDraw = False
11.1133 	EXP 	eefree_p_2: autoDraw = False
11.1133 	EXP 	offree_practice_2: autoDraw = False
11.1133 	EXP 	cross_tr_2: autoDraw = True
11.5250 	EXP 	cross_tr_2: autoDraw = False
11.6081 	EXP 	eefree_p_2: autoDraw = True
11.6081 	EXP 	offree_practice_2: autoDraw = True
12.0674 	EXP 	New trial (rep=0, index=3): OrderedDict([('stimuli', 'stim2/pa-15.wav')])
12.0765 	DATA 	Keypress: left
12.0796 	EXP 	cross_tr_2: autoDraw = False
12.0796 	EXP 	eefree_p_2: autoDraw = False
12.0796 	EXP 	offree_practice_2: autoDraw = False
12.0796 	EXP 	cross_tr_2: autoDraw = True
12.4915 	EXP 	cross_tr_2: autoDraw = False
12.5750 	EXP 	eefree_p_2: autoDraw = True
12.5750 	EXP 	offree_practice_2: autoDraw = True
13.0604 	WARNING 	Got keycode {} but that code isn't yet known
