"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",3.06501850598221,3.49998204911705,4.8474277148109,-1.7824092088287,-0.434963543134841,"5fd9889065c9f726aeaed2ae","esh5","ES","Hungarian"
