"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",17.9471042746823,5.02014451604582,6.10009935526341,11.8470049194189,12.9269597586365,"5ec5a561c1172f5f55cfb425","sef17","SE","French"
