"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",3.29736610630675,2.98042047812851,2.50192460354611,0.795441502760645,0.31694562817824,"5f83e5fac85c275782756b34","sef18","SE","French"
