"","eb","sb","fb","EFBE","EnglishSpans_boundaryeffect","prolific_id","participantid","group","L3group"
"1",4.49999923151218,3.9008318691162,4.50074890109168,-0.000749669579498402,0.599167362395979,"5fd34418e94b23000a800dcc","sef11","SE","French"
